train/success_rate,epoch,stats_g/mean,test/mean_Q,stats_o/std,stats_o/mean,stats_g/std,test/success_rate,test/episode,train/episode
0.02,552,0.85120183,-43.272675,0.079557754,0.17733793,0.11968988,0.0,11060.0,55300.0
0.04,553,0.851206,-40.803253,0.079561576,0.17734519,0.1196872,0.0,11080.0,55400.0
0.02,554,0.85121053,-41.055412,0.07957127,0.17733753,0.119706385,0.0,11100.0,55500.0
0.04,555,0.8511936,-41.678776,0.07959113,0.17733245,0.11970652,0.0,11120.0,55600.0
0.0,556,0.8512015,-41.203835,0.07961673,0.17732838,0.11971594,0.0,11140.0,55700.0
0.01,557,0.85121745,-41.23715,0.07960832,0.17732568,0.119728126,0.0,11160.0,55800.0
0.02,558,0.85121435,-42.07285,0.079620406,0.17732066,0.11973519,0.0,11180.0,55900.0
0.03,559,0.8512311,-42.42118,0.07963595,0.17732161,0.11973852,0.0,11200.0,56000.0
0.0,560,0.851218,-38.282494,0.07965855,0.17732042,0.11975374,0.05,11220.0,56100.0
0.0,561,0.85117364,-42.113995,0.07965942,0.17731543,0.119757704,0.0,11240.0,56200.0
0.0,562,0.8511726,-40.988457,0.079669125,0.17731266,0.11975568,0.0,11260.0,56300.0
0.02,563,0.8511961,-39.218002,0.07967625,0.17731442,0.11975629,0.0,11280.0,56400.0
0.01,564,0.8512218,-43.3821,0.07965674,0.17731358,0.11976858,0.0,11300.0,56500.0
0.01,565,0.8512158,-44.491924,0.07968637,0.17731223,0.119773984,0.0,11320.0,56600.0
0.0,566,0.851221,-41.41175,0.07973709,0.17731014,0.11977843,0.05,11340.0,56700.0
0.01,567,0.8512189,-41.354214,0.07973581,0.17731552,0.119794786,0.0,11360.0,56800.0
0.02,568,0.85122555,-39.309464,0.07974536,0.17731795,0.11980339,0.05,11380.0,56900.0
0.01,569,0.8512147,-41.503525,0.07976565,0.17731792,0.11980644,0.0,11400.0,57000.0
0.03,570,0.85120964,-44.18998,0.07976827,0.17732495,0.119811356,0.0,11420.0,57100.0
0.01,571,0.85120755,-39.834877,0.07977706,0.17732191,0.11980843,0.0,11440.0,57200.0
0.02,572,0.8512276,-40.355118,0.07979201,0.17732206,0.119820684,0.05,11460.0,57300.0
0.01,573,0.85122776,-40.861485,0.07982877,0.17732349,0.11981827,0.0,11480.0,57400.0
0.03,574,0.85120124,-40.130215,0.07986733,0.17732027,0.11983242,0.0,11500.0,57500.0
0.05,575,0.85120916,-32.897224,0.079884075,0.17732632,0.119826846,0.0,11520.0,57600.0
0.0,576,0.8512044,-39.22113,0.0799157,0.17732325,0.11983671,0.0,11540.0,57700.0
0.01,577,0.8511877,-41.081467,0.07994374,0.17731625,0.119849704,0.05,11560.0,57800.0
0.03,578,0.8511917,-37.86407,0.07996628,0.17731442,0.11986711,0.0,11580.0,57900.0
0.01,579,0.8512022,-37.110622,0.0799994,0.17731307,0.11987186,0.0,11600.0,58000.0
0.01,580,0.8512001,-37.480854,0.08003452,0.17731287,0.119868904,0.0,11620.0,58100.0
0.04,581,0.85117656,-39.87399,0.08006886,0.17731516,0.119879045,0.0,11640.0,58200.0
0.0,582,0.85119075,-31.767593,0.080084935,0.17731464,0.11989781,0.0,11660.0,58300.0
0.02,583,0.85118246,-38.803226,0.08009866,0.17731202,0.119896114,0.0,11680.0,58400.0
0.01,584,0.8512037,-39.578537,0.0801257,0.17731073,0.119895756,0.0,11700.0,58500.0
0.01,585,0.8512053,-38.102547,0.080124505,0.17730135,0.11989951,0.0,11720.0,58600.0
0.01,586,0.851224,-37.72619,0.08012718,0.17730118,0.119908355,0.0,11740.0,58700.0
0.0,587,0.85122466,-38.90174,0.08013357,0.17729983,0.11991096,0.0,11760.0,58800.0
0.0,588,0.8512165,-35.904808,0.0801265,0.17729406,0.119923055,0.0,11780.0,58900.0
0.03,589,0.85121655,-36.059982,0.0801382,0.17728458,0.11993393,0.0,11800.0,59000.0
0.01,590,0.8512182,-35.89071,0.08015444,0.17728256,0.1199295,0.0,11820.0,59100.0
0.0,591,0.85120755,-34.990284,0.080163695,0.17728178,0.119922005,0.0,11840.0,59200.0
0.0,592,0.8512071,-38.83461,0.08017556,0.17726937,0.1199295,0.0,11860.0,59300.0
0.01,593,0.8512173,-39.471413,0.080191575,0.17726642,0.11993068,0.0,11880.0,59400.0
0.0,594,0.85122615,-36.970993,0.080226555,0.17726369,0.11992761,0.0,11900.0,59500.0
0.0,595,0.85121125,-33.643578,0.08024167,0.17726265,0.11993537,0.0,11920.0,59600.0
0.0,596,0.8512098,-38.42002,0.080251046,0.17726536,0.11994364,0.0,11940.0,59700.0
0.01,597,0.8512056,-35.837048,0.08024448,0.17726333,0.11994636,0.0,11960.0,59800.0
0.0,598,0.85118556,-32.887596,0.08024584,0.17726332,0.11994066,0.0,11980.0,59900.0
0.0,599,0.8511993,-35.89994,0.080232926,0.1772666,0.1199479,0.0,12000.0,60000.0
0.03,600,0.85121936,-36.21986,0.08022168,0.17725877,0.11994966,0.0,12020.0,60100.0
0.0,601,0.85124284,-39.901546,0.08023365,0.17725368,0.11994674,0.0,12040.0,60200.0
0.04,602,0.85123706,-39.12069,0.08022796,0.17725429,0.11994491,0.0,12060.0,60300.0
0.01,603,0.85124296,-38.661526,0.0802163,0.17725039,0.11994966,0.0,12080.0,60400.0
0.0,604,0.8512586,-41.15267,0.08020912,0.17724848,0.11996818,0.0,12100.0,60500.0
0.02,605,0.8512656,-39.9979,0.0802021,0.17724842,0.11996764,0.05,12120.0,60600.0
0.01,606,0.8512592,-40.11218,0.08019356,0.17724718,0.119964845,0.0,12140.0,60700.0
0.01,607,0.85126525,-39.494556,0.08022987,0.17724508,0.119972885,0.0,12160.0,60800.0
0.03,608,0.8512695,-41.40891,0.08022952,0.177241,0.11998119,0.0,12180.0,60900.0
0.02,609,0.8512767,-40.351917,0.08023668,0.17723851,0.119994394,0.0,12200.0,61000.0
0.01,610,0.8512716,-36.237442,0.0802441,0.17723376,0.119990416,0.05,12220.0,61100.0
0.01,611,0.8512698,-40.40947,0.08028377,0.1772304,0.1199871,0.0,12240.0,61200.0
0.01,612,0.8512807,-39.892555,0.080305,0.1772382,0.11996821,0.0,12260.0,61300.0
0.01,613,0.85128975,-38.801952,0.080332235,0.17724645,0.11996192,0.0,12280.0,61400.0
0.02,614,0.8512617,-38.38661,0.08035053,0.17724065,0.11996564,0.05,12300.0,61500.0
0.01,615,0.85128,-40.742634,0.08036415,0.17724378,0.11995884,0.05,12320.0,61600.0
0.02,616,0.85129714,-42.512432,0.08041087,0.17724453,0.119962506,0.0,12340.0,61700.0
0.0,617,0.85132056,-41.473133,0.08042636,0.17724873,0.11996201,0.0,12360.0,61800.0
0.01,618,0.85130566,-40.637093,0.08044135,0.17725445,0.11996001,0.0,12380.0,61900.0
0.03,619,0.85129267,-41.859947,0.08049262,0.17725746,0.11996134,0.0,12400.0,62000.0
0.04,620,0.8512992,-37.03631,0.08050149,0.17725597,0.11995915,0.0,12420.0,62100.0
0.04,621,0.8512902,-41.774593,0.080510706,0.17725214,0.11995759,0.0,12440.0,62200.0
0.01,622,0.8512644,-39.176872,0.08052124,0.17725371,0.11995668,0.0,12460.0,62300.0
0.02,623,0.85125566,-41.923866,0.08053009,0.17725153,0.11995995,0.0,12480.0,62400.0
0.02,624,0.8512731,-42.3578,0.08053482,0.17725225,0.11995858,0.0,12500.0,62500.0
0.02,625,0.8512557,-39.710243,0.080565445,0.17724405,0.119956255,0.0,12520.0,62600.0
0.03,626,0.85122156,-37.687725,0.08057097,0.17724471,0.11995561,0.0,12540.0,62700.0
0.04,627,0.8512356,-41.587605,0.08056116,0.17724508,0.11996314,0.0,12560.0,62800.0
0.02,628,0.85122395,-40.4992,0.080567144,0.17724206,0.11996455,0.05,12580.0,62900.0
0.02,629,0.85123104,-39.167328,0.080581464,0.17724693,0.11996225,0.05,12600.0,63000.0
0.0,630,0.8512192,-42.623493,0.08058923,0.17724043,0.11996075,0.0,12620.0,63100.0
0.02,631,0.8512127,-41.76932,0.080590785,0.17723343,0.11996759,0.05,12640.0,63200.0
0.01,632,0.8512089,-39.43542,0.080612004,0.17722887,0.119956456,0.0,12660.0,63300.0
0.01,633,0.85120934,-41.158863,0.080593444,0.17722768,0.11996197,0.05,12680.0,63400.0
0.04,634,0.8512077,-43.026657,0.08062049,0.17722955,0.11995945,0.0,12700.0,63500.0
0.05,635,0.8511927,-43.123215,0.080616616,0.17723288,0.11994484,0.0,12720.0,63600.0
0.01,636,0.8511701,-40.261242,0.080622815,0.17723222,0.11994944,0.0,12740.0,63700.0
0.03,637,0.8511705,-37.99331,0.080635376,0.17723297,0.1199357,0.0,12760.0,63800.0
0.02,638,0.851165,-38.608074,0.08066222,0.17723295,0.11993592,0.1,12780.0,63900.0
0.02,639,0.85119134,-38.456974,0.08066876,0.17723279,0.11993489,0.05,12800.0,64000.0
0.02,640,0.85118896,-36.846977,0.08066909,0.17723548,0.119927324,0.1,12820.0,64100.0
0.01,641,0.85118955,-39.367218,0.08068244,0.17723691,0.11992527,0.05,12840.0,64200.0
0.03,642,0.8511879,-39.125526,0.080717415,0.17723647,0.119922854,0.05,12860.0,64300.0
0.02,643,0.8511827,-36.412518,0.08073412,0.17724293,0.11991769,0.05,12880.0,64400.0
0.04,644,0.85119104,-42.581184,0.08074647,0.17725012,0.11991302,0.0,12900.0,64500.0
0.02,645,0.85119015,-35.85154,0.08074039,0.1772549,0.11991105,0.1,12920.0,64600.0
0.0,646,0.8511932,-37.32204,0.08072379,0.17725536,0.1198953,0.0,12940.0,64700.0
0.01,647,0.8511844,-35.38609,0.08072471,0.17725302,0.11989228,0.05,12960.0,64800.0
0.04,648,0.8511705,-39.17379,0.08072959,0.17725861,0.11988118,0.0,12980.0,64900.0
0.01,649,0.85115457,-38.99647,0.080738574,0.17725943,0.11988362,0.05,13000.0,65000.0
0.0,650,0.85116845,-41.751198,0.08074704,0.17725782,0.119880624,0.05,13020.0,65100.0
0.01,651,0.8511787,-41.94932,0.080737226,0.17725633,0.1198848,0.05,13040.0,65200.0
0.04,652,0.8511765,-42.49418,0.080730565,0.17726393,0.11988773,0.0,13060.0,65300.0
0.01,653,0.8511677,-39.069134,0.08073211,0.17726749,0.119885124,0.0,13080.0,65400.0
0.02,654,0.85116845,-40.460564,0.08075099,0.17726879,0.11987403,0.1,13100.0,65500.0
0.0,655,0.8511455,-36.27352,0.0807558,0.17727217,0.11987567,0.0,13120.0,65600.0
0.02,656,0.8511197,-38.092247,0.080744006,0.17727457,0.11986992,0.0,13140.0,65700.0
0.02,657,0.8510935,-39.99211,0.080741875,0.17727475,0.11986452,0.0,13160.0,65800.0
0.02,658,0.85107726,-42.42234,0.08075326,0.17727661,0.11986335,0.0,13180.0,65900.0
0.02,659,0.8510983,-40.849777,0.0807516,0.17727087,0.11986783,0.05,13200.0,66000.0
0.01,660,0.8511076,-43.43908,0.08077464,0.17726335,0.11986504,0.0,13220.0,66100.0
0.03,661,0.8511054,-39.420795,0.080805376,0.17726889,0.119860314,0.0,13240.0,66200.0
0.01,662,0.85109496,-36.563194,0.08082258,0.17727265,0.11986273,0.0,13260.0,66300.0
0.02,663,0.8511277,-36.25658,0.08082628,0.1772798,0.11986307,0.1,13280.0,66400.0
0.01,664,0.8511202,-35.63807,0.080849074,0.17728601,0.11986193,0.0,13300.0,66500.0
0.02,665,0.851114,-29.57555,0.08085805,0.17729412,0.11985283,0.05,13320.0,66600.0
0.05,666,0.85111886,-37.950745,0.08088477,0.17730254,0.119852245,0.05,13340.0,66700.0
0.01,667,0.8511161,-31.860052,0.08091198,0.17730345,0.119855195,0.0,13360.0,66800.0
0.03,668,0.8511136,-38.074337,0.0809249,0.17730993,0.11986276,0.0,13380.0,66900.0
0.02,669,0.85110503,-33.462734,0.08093644,0.17731474,0.11985657,0.0,13400.0,67000.0
0.02,670,0.8510987,-33.504845,0.0809402,0.17731912,0.119854234,0.05,13420.0,67100.0
0.02,671,0.8510833,-38.77925,0.080937654,0.17732319,0.119854115,0.0,13440.0,67200.0
0.01,672,0.85108954,-37.51646,0.08093513,0.17733274,0.11985213,0.0,13460.0,67300.0
0.03,673,0.8511092,-34.897396,0.08094342,0.17733867,0.11985212,0.0,13480.0,67400.0
0.02,674,0.8510978,-31.988974,0.08093996,0.1773419,0.119857155,0.05,13500.0,67500.0
0.02,675,0.85108227,-33.952564,0.08093123,0.17735071,0.11985911,0.0,13520.0,67600.0
0.03,676,0.851057,-37.98409,0.08093013,0.17735393,0.11986437,0.0,13540.0,67700.0
0.02,677,0.85104007,-34.42262,0.08093149,0.17735775,0.11986462,0.05,13560.0,67800.0
0.03,678,0.85104626,-33.67763,0.08091842,0.1773594,0.1198658,0.05,13580.0,67900.0
0.03,679,0.8510399,-32.60598,0.08090857,0.17736715,0.119855285,0.05,13600.0,68000.0
0.02,680,0.8510275,-35.014164,0.08088626,0.17737669,0.1198496,0.0,13620.0,68100.0
0.02,681,0.8510367,-36.787758,0.08087438,0.17738193,0.11984708,0.05,13640.0,68200.0
0.01,682,0.8510194,-32.868317,0.080863334,0.1773852,0.119844295,0.0,13660.0,68300.0
0.02,683,0.8510135,-38.333458,0.080865905,0.17739151,0.11984249,0.0,13680.0,68400.0
0.01,684,0.8510007,-37.65541,0.08089631,0.17738964,0.11984535,0.0,13700.0,68500.0
0.02,685,0.85100394,-35.504856,0.080926895,0.17738137,0.11984348,0.0,13720.0,68600.0
0.01,686,0.85100156,-34.495533,0.080910236,0.17738694,0.119838834,0.05,13740.0,68700.0
0.0,687,0.85099214,-35.131092,0.080913976,0.17739236,0.11983704,0.0,13760.0,68800.0
0.02,688,0.8510023,-34.34243,0.0808948,0.17739807,0.119841345,0.05,13780.0,68900.0
0.03,689,0.8510005,-36.86183,0.08089276,0.17740142,0.1198361,0.0,13800.0,69000.0
0.03,690,0.85098404,-37.47248,0.080872685,0.17740497,0.11983305,0.0,13820.0,69100.0
0.03,691,0.8510068,-36.51626,0.08087099,0.17740747,0.11984023,0.0,13840.0,69200.0
0.08,692,0.8509727,-32.803547,0.08085244,0.1774094,0.11984988,0.1,13860.0,69300.0
0.03,693,0.85096955,-37.19231,0.080864325,0.17741103,0.11984348,0.1,13880.0,69400.0
0.04,694,0.85098267,-34.618114,0.08085656,0.17741433,0.119838655,0.0,13900.0,69500.0
0.04,695,0.85097796,-37.100544,0.08086797,0.17741829,0.11983651,0.05,13920.0,69600.0
0.01,696,0.85096437,-36.43613,0.080863126,0.1774217,0.119846225,0.05,13940.0,69700.0
0.01,697,0.85096544,-40.60498,0.08085793,0.17742287,0.119845755,0.0,13960.0,69800.0
0.01,698,0.85097194,-38.712696,0.08084581,0.17742756,0.11984656,0.0,13980.0,69900.0
0.04,699,0.85096115,-34.45626,0.08084135,0.1774286,0.119843036,0.2,14000.0,70000.0
0.02,700,0.8509579,-42.17114,0.080831915,0.17743446,0.119844854,0.0,14020.0,70100.0
0.02,701,0.8509548,-38.75413,0.08082637,0.17743199,0.11983907,0.1,14040.0,70200.0
0.02,702,0.8509485,-41.290398,0.08083162,0.17743583,0.11982632,0.0,14060.0,70300.0
0.04,703,0.8509693,-41.145634,0.08085837,0.17743723,0.119820476,0.0,14080.0,70400.0
0.05,704,0.8509524,-37.811935,0.080870345,0.17743592,0.11982289,0.1,14100.0,70500.0
0.03,705,0.8509714,-39.08387,0.08089265,0.17743555,0.11982588,0.1,14120.0,70600.0
0.06,706,0.8509669,-41.556465,0.08088401,0.17743628,0.11982271,0.0,14140.0,70700.0
0.01,707,0.85096747,-39.933266,0.080867864,0.17744152,0.11981856,0.05,14160.0,70800.0
0.04,708,0.85095286,-43.085003,0.08087295,0.17744473,0.11981397,0.0,14180.0,70900.0
0.04,709,0.8509529,-40.326283,0.08087733,0.17744705,0.11981118,0.1,14200.0,71000.0
0.0,710,0.8509523,-37.14263,0.08088646,0.17745022,0.11980679,0.0,14220.0,71100.0
0.01,711,0.8509398,-37.525307,0.08087697,0.17745516,0.11980093,0.05,14240.0,71200.0
0.01,712,0.85095185,-37.323765,0.08087884,0.17745735,0.11979559,0.05,14260.0,71300.0
0.05,713,0.8509539,-39.08884,0.08088683,0.1774597,0.11979244,0.0,14280.0,71400.0
0.03,714,0.8509421,-38.652107,0.08087659,0.17746475,0.11980051,0.1,14300.0,71500.0
0.02,715,0.8509229,-41.44848,0.08087431,0.17746662,0.11980221,0.05,14320.0,71600.0
0.02,716,0.8509303,-38.799023,0.080887556,0.17746757,0.119815774,0.1,14340.0,71700.0
0.03,717,0.8509117,-38.24636,0.080876596,0.17747325,0.119811945,0.1,14360.0,71800.0
0.06,718,0.8508976,-42.70879,0.08087098,0.177476,0.11981189,0.0,14380.0,71900.0
0.03,719,0.85089225,-42.80517,0.08088985,0.17747782,0.11980834,0.0,14400.0,72000.0
0.01,720,0.8508966,-40.517067,0.080877125,0.17747867,0.119804285,0.0,14420.0,72100.0
0.03,721,0.85091066,-36.965656,0.08086732,0.17748474,0.11979723,0.2,14440.0,72200.0
0.01,722,0.85091496,-41.822308,0.08086644,0.17748745,0.119802095,0.0,14460.0,72300.0
0.05,723,0.850914,-41.158146,0.08085449,0.17749314,0.11979541,0.0,14480.0,72400.0
0.05,724,0.85090286,-43.3659,0.080857486,0.177496,0.119794495,0.0,14500.0,72500.0
0.05,725,0.8509113,-38.66793,0.08086058,0.17750016,0.11979432,0.05,14520.0,72600.0
0.01,726,0.8509105,-42.114605,0.08088068,0.17750156,0.119798124,0.0,14540.0,72700.0
0.02,727,0.85090756,-40.166145,0.08089992,0.17750376,0.11979448,0.1,14560.0,72800.0
0.03,728,0.85089904,-40.242546,0.08092853,0.17750515,0.119790144,0.1,14580.0,72900.0
0.02,729,0.8509194,-41.959602,0.08094801,0.17751187,0.119784094,0.0,14600.0,73000.0
0.05,730,0.8509221,-39.060825,0.08095122,0.1775175,0.11977365,0.0,14620.0,73100.0
0.06,731,0.85092634,-38.6905,0.08095128,0.17752804,0.11977464,0.05,14640.0,73200.0
0.02,732,0.85093254,-40.467842,0.08095833,0.17753619,0.11976975,0.1,14660.0,73300.0
0.04,733,0.8509364,-44.35412,0.080967456,0.17753923,0.11977461,0.0,14680.0,73400.0
0.02,734,0.8509247,-39.908363,0.08097661,0.17753968,0.11977347,0.05,14700.0,73500.0
0.0,735,0.850918,-45.172028,0.08097231,0.17754196,0.11976811,0.1,14720.0,73600.0
0.02,736,0.8509192,-40.320293,0.08096502,0.17754562,0.11977104,0.05,14740.0,73700.0
0.02,737,0.8509217,-40.746178,0.08097063,0.1775534,0.119766794,0.05,14760.0,73800.0
0.04,738,0.85092956,-39.936226,0.08098384,0.17755747,0.119759224,0.05,14780.0,73900.0
0.06,739,0.8509206,-41.488617,0.080981195,0.17756706,0.119755395,0.05,14800.0,74000.0
0.04,740,0.8509149,-40.314354,0.08098585,0.1775764,0.119747706,0.15,14820.0,74100.0
0.02,741,0.8509118,-45.56592,0.08098588,0.1775809,0.119745165,0.0,14840.0,74200.0
0.02,742,0.85090977,-39.967712,0.080976754,0.17758578,0.119747944,0.15,14860.0,74300.0
0.09,743,0.8508959,-41.474697,0.08099443,0.17759016,0.11974427,0.05,14880.0,74400.0
0.08,744,0.8508949,-40.027424,0.08100112,0.17759624,0.11974738,0.05,14900.0,74500.0
0.05,745,0.8509044,-40.449883,0.08100926,0.17760493,0.119746864,0.0,14920.0,74600.0
0.04,746,0.8509085,-42.686195,0.081019886,0.17761041,0.11974278,0.0,14940.0,74700.0
0.02,747,0.8509206,-41.431946,0.08101249,0.17761928,0.11973817,0.05,14960.0,74800.0
0.06,748,0.85094184,-41.05439,0.081010275,0.17762621,0.11973361,0.05,14980.0,74900.0
0.02,749,0.8509391,-41.20959,0.081026666,0.17763476,0.11972209,0.1,15000.0,75000.0
0.05,750,0.8509472,-39.200554,0.081045486,0.17764288,0.11973045,0.15,15020.0,75100.0
0.04,751,0.8509458,-40.14576,0.08105095,0.17765352,0.11973009,0.05,15040.0,75200.0
0.06,752,0.850939,-41.863785,0.08105924,0.17766102,0.119733445,0.0,15060.0,75300.0
0.04,753,0.8509242,-36.287285,0.08105346,0.17766932,0.119720764,0.1,15080.0,75400.0
0.04,754,0.85092443,-41.670692,0.081059426,0.17767724,0.119716786,0.0,15100.0,75500.0
0.03,755,0.85095215,-40.633514,0.081049204,0.17768207,0.11971847,0.05,15120.0,75600.0
0.1,756,0.85095143,-43.08119,0.08106208,0.17769556,0.11971494,0.0,15140.0,75700.0
0.02,757,0.8509491,-38.24569,0.08107045,0.17770135,0.11971099,0.1,15160.0,75800.0
0.06,758,0.85094887,-41.22738,0.08107591,0.1777106,0.11971098,0.0,15180.0,75900.0
0.04,759,0.8509543,-37.258335,0.08108033,0.17771812,0.119705856,0.1,15200.0,76000.0
0.04,760,0.8509503,-40.26763,0.08107488,0.17772585,0.11969713,0.0,15220.0,76100.0
0.09,761,0.8509534,-36.870018,0.081081495,0.17773473,0.11969031,0.05,15240.0,76200.0
0.03,762,0.8509471,-40.706665,0.08108024,0.17774515,0.11968955,0.0,15260.0,76300.0
0.01,763,0.8509631,-40.221504,0.08111044,0.17775269,0.11968702,0.05,15280.0,76400.0
0.07,764,0.8509601,-42.02962,0.08111828,0.1777643,0.119682916,0.0,15300.0,76500.0
0.05,765,0.850961,-36.811485,0.0811221,0.17777081,0.119676374,0.0,15320.0,76600.0
0.01,766,0.85097927,-35.587685,0.081125155,0.17777614,0.119670875,0.0,15340.0,76700.0
0.04,767,0.8509612,-39.069237,0.08113391,0.17778328,0.11967971,0.05,15360.0,76800.0
0.05,768,0.8509438,-38.790836,0.08113728,0.17779294,0.11968375,0.0,15380.0,76900.0
0.05,769,0.850961,-37.861656,0.0811574,0.17780092,0.11967865,0.05,15400.0,77000.0
0.02,770,0.8509349,-41.264503,0.08116885,0.17780577,0.119679354,0.05,15420.0,77100.0
0.07,771,0.85093164,-36.356213,0.081158705,0.17781107,0.11967484,0.05,15440.0,77200.0
0.08,772,0.8509214,-38.726585,0.08115969,0.17781721,0.11967651,0.1,15460.0,77300.0
0.01,773,0.8508932,-37.394802,0.08115105,0.1778221,0.1196825,0.0,15480.0,77400.0
0.04,774,0.8508825,-39.717308,0.08116355,0.17783442,0.11968789,0.0,15500.0,77500.0
0.04,775,0.8508901,-38.706146,0.081171714,0.17783919,0.11968369,0.1,15520.0,77600.0
0.03,776,0.85088825,-37.606743,0.081177704,0.17784902,0.11967856,0.1,15540.0,77700.0
0.09,777,0.85090756,-38.700867,0.0812004,0.17786065,0.11967539,0.05,15560.0,77800.0
0.04,778,0.8508928,-41.77809,0.08120659,0.1778642,0.11967397,0.05,15580.0,77900.0
0.09,779,0.85088724,-33.40323,0.08121229,0.17787348,0.11966982,0.05,15600.0,78000.0
0.04,780,0.8508806,-44.26771,0.08122458,0.17788142,0.11966551,0.0,15620.0,78100.0
0.08,781,0.8508644,-35.600456,0.08123732,0.17788956,0.119662106,0.15,15640.0,78200.0
0.05,782,0.85087496,-38.23406,0.08125292,0.17789473,0.11966458,0.1,15660.0,78300.0
0.06,783,0.85087544,-37.144485,0.08125434,0.17789812,0.119654864,0.1,15680.0,78400.0
0.02,784,0.8508818,-40.37443,0.081280254,0.1779039,0.11964902,0.0,15700.0,78500.0
0.06,785,0.85089207,-37.984913,0.08128482,0.17790642,0.11964617,0.05,15720.0,78600.0
0.03,786,0.8508897,-37.1363,0.081291825,0.17791209,0.11964377,0.0,15740.0,78700.0
0.03,787,0.8508932,-34.16955,0.08129368,0.1779102,0.11963796,0.1,15760.0,78800.0
0.01,788,0.85089207,-38.35694,0.08128803,0.177915,0.11963303,0.05,15780.0,78900.0
0.02,789,0.8509026,-37.059048,0.08127832,0.17792277,0.11963078,0.05,15800.0,79000.0
0.05,790,0.8509119,-39.302162,0.08128367,0.17792244,0.11962452,0.0,15820.0,79100.0
0.09,791,0.85090894,-34.67995,0.081283085,0.17792565,0.11962002,0.1,15840.0,79200.0
0.09,792,0.8509101,-36.61936,0.08129916,0.17793056,0.11960996,0.05,15860.0,79300.0
0.02,793,0.85092515,-36.37728,0.08131368,0.17794117,0.11961075,0.05,15880.0,79400.0
0.04,794,0.8509169,-36.175972,0.08132843,0.17794587,0.119606644,0.1,15900.0,79500.0
0.02,795,0.85092163,-38.355484,0.08132369,0.17795129,0.11960185,0.05,15920.0,79600.0
0.08,796,0.8509236,-38.240746,0.08131968,0.1779551,0.119596444,0.05,15940.0,79700.0
0.04,797,0.85091764,-36.140648,0.08131275,0.17795128,0.11959048,0.0,15960.0,79800.0
0.07,798,0.85091144,-37.893864,0.081307285,0.17796035,0.1195895,0.05,15980.0,79900.0
0.04,799,0.85091186,-37.10486,0.08132705,0.17796434,0.119588174,0.05,16000.0,80000.0
0.03,800,0.85090536,-36.245186,0.08131436,0.17796677,0.119587414,0.05,16020.0,80100.0
0.05,801,0.8509295,-38.86276,0.08133517,0.17797396,0.11959064,0.05,16040.0,80200.0
0.02,802,0.8509233,-39.553513,0.081332274,0.17798004,0.119593054,0.0,16060.0,80300.0
0.05,803,0.8509269,-39.43249,0.08134209,0.17798302,0.11958607,0.05,16080.0,80400.0
0.01,804,0.85093355,-33.94684,0.08133085,0.1779848,0.11958862,0.05,16100.0,80500.0
0.04,805,0.8509477,-39.83098,0.081328765,0.17798834,0.11958733,0.05,16120.0,80600.0
0.06,806,0.85093737,-37.619213,0.081338584,0.17799234,0.11959082,0.1,16140.0,80700.0
0.06,807,0.85093945,-36.98716,0.081364356,0.17799482,0.11959239,0.05,16160.0,80800.0
0.07,808,0.85094047,-38.21347,0.08138175,0.1780001,0.11957865,0.05,16180.0,80900.0
0.03,809,0.85094404,-40.39623,0.08138177,0.17800412,0.1195715,0.05,16200.0,81000.0
0.05,810,0.85095096,-36.905922,0.08138363,0.17801112,0.119570844,0.15,16220.0,81100.0
0.03,811,0.8509651,-39.762882,0.08137278,0.1780164,0.119571775,0.0,16240.0,81200.0
0.06,812,0.85096496,-39.47157,0.08137995,0.17801712,0.11956946,0.05,16260.0,81300.0
0.08,813,0.8509679,-40.672382,0.08139277,0.1780228,0.11956117,0.05,16280.0,81400.0
0.05,814,0.8509658,-37.60549,0.08138642,0.17802902,0.11956081,0.1,16300.0,81500.0
0.05,815,0.8509705,-38.632404,0.08139933,0.17803353,0.1195586,0.05,16320.0,81600.0
0.03,816,0.8509584,-38.07563,0.081402905,0.17803323,0.11956895,0.05,16340.0,81700.0
0.04,817,0.8509538,-36.875984,0.08140401,0.17803596,0.119567215,0.1,16360.0,81800.0
0.09,818,0.85093147,-39.526566,0.081396095,0.17803505,0.11956888,0.05,16380.0,81900.0
0.04,819,0.8509322,-35.45568,0.08141342,0.1780358,0.11956186,0.05,16400.0,82000.0
0.05,820,0.8509328,-37.082764,0.08142131,0.1780367,0.119561605,0.15,16420.0,82100.0
0.07,821,0.85092825,-34.747486,0.08141367,0.17803416,0.11956646,0.05,16440.0,82200.0
0.04,822,0.8509321,-39.522495,0.08141985,0.17803894,0.119570315,0.05,16460.0,82300.0
0.07,823,0.85093063,-37.76357,0.081416406,0.17804185,0.119566314,0.05,16480.0,82400.0
0.05,824,0.8509393,-39.597385,0.08143953,0.17803864,0.119567394,0.05,16500.0,82500.0
0.09,825,0.85093457,-41.231148,0.08144042,0.17803746,0.11957022,0.0,16520.0,82600.0
0.07,826,0.8509314,-39.217186,0.08144849,0.17804113,0.119567685,0.0,16540.0,82700.0
0.02,827,0.8509564,-36.432518,0.08144799,0.17804536,0.11956636,0.1,16560.0,82800.0
0.08,828,0.8509703,-38.613106,0.08144598,0.17804624,0.1195676,0.0,16580.0,82900.0
0.07,829,0.8509819,-34.4442,0.08144507,0.1780476,0.11956176,0.05,16600.0,83000.0
0.06,830,0.85097367,-36.972862,0.08145338,0.17804927,0.11956182,0.1,16620.0,83100.0
