test/success_rate,epoch,stats_o/mean,test/episode,train/success_rate,test/mean_Q,stats_o/std,stats_g/mean,train/episode,stats_g/std
0.0,551,0.20371531,11040.0,0.02,-8.158491,0.065571286,0.87610435,55200.0,0.10615051
0.0,552,0.20371984,11060.0,0.02,-7.1588416,0.06556098,0.87610465,55300.0,0.106157504
0.25,553,0.20371763,11080.0,0.04,-8.159895,0.06555876,0.87611264,55400.0,0.10616686
0.05,554,0.20371494,11100.0,0.04,-7.450699,0.06554623,0.87611526,55500.0,0.1061632
0.0,555,0.20371886,11120.0,0.05,-11.0788,0.06553178,0.87610644,55600.0,0.106157295
0.0,556,0.20371814,11140.0,0.03,-8.647918,0.0655241,0.8760918,55700.0,0.106148265
0.0,557,0.20372297,11160.0,0.06,-8.362472,0.065523684,0.87608653,55800.0,0.10614725
0.05,558,0.2037271,11180.0,0.02,-8.476955,0.06551978,0.8760722,55900.0,0.10614733
0.1,559,0.20373107,11200.0,0.04,-9.577501,0.065500624,0.87607867,56000.0,0.10615367
0.0,560,0.20373169,11220.0,0.03,-10.188067,0.06549606,0.8760826,56100.0,0.10615248
0.0,561,0.20372945,11240.0,0.02,-9.985948,0.06550584,0.8760867,56200.0,0.10615498
0.05,562,0.20372872,11260.0,0.05,-8.207613,0.06551448,0.87609035,56300.0,0.106155336
0.0,563,0.20373043,11280.0,0.03,-9.102262,0.06550072,0.87610024,56400.0,0.10615847
0.0,564,0.20372999,11300.0,0.04,-8.647438,0.06549346,0.8761118,56500.0,0.10615555
0.0,565,0.20372587,11320.0,0.11,-8.562811,0.065476134,0.8761077,56600.0,0.10615399
0.0,566,0.20371957,11340.0,0.04,-10.917247,0.065475985,0.87610465,56700.0,0.106148355
0.0,567,0.2037191,11360.0,0.05,-9.917872,0.065465465,0.8761137,56800.0,0.10615156
0.05,568,0.20371851,11380.0,0.04,-9.484253,0.065451354,0.87609917,56900.0,0.106149994
0.0,569,0.2037212,11400.0,0.03,-9.181559,0.06545025,0.87609005,57000.0,0.10615295
0.15,570,0.20372379,11420.0,0.07,-8.677343,0.065471806,0.8760906,57100.0,0.10615019
0.0,571,0.20372236,11440.0,0.06,-9.580222,0.06547367,0.87609524,57200.0,0.10615331
0.05,572,0.20372307,11460.0,0.08,-8.981784,0.06545525,0.87609094,57300.0,0.10615331
0.0,573,0.20372637,11480.0,0.04,-8.287014,0.065458916,0.87608904,57400.0,0.106152765
0.0,574,0.20372622,11500.0,0.02,-9.7614155,0.065448,0.8760907,57500.0,0.106158376
0.0,575,0.20372799,11520.0,0.04,-8.680699,0.06544098,0.87610096,57600.0,0.1061564
0.05,576,0.20372465,11540.0,0.04,-7.9407983,0.06542088,0.8760999,57700.0,0.10615847
0.0,577,0.20371921,11560.0,0.05,-10.12191,0.06540042,0.8760863,57800.0,0.106153965
0.0,578,0.20371827,11580.0,0.02,-11.030536,0.06538334,0.8760836,57900.0,0.106152296
0.05,579,0.20372075,11600.0,0.03,-8.132105,0.065359995,0.87607616,58000.0,0.106154166
0.05,580,0.2037261,11620.0,0.02,-10.294504,0.06533116,0.87608284,58100.0,0.106154025
0.0,581,0.20372553,11640.0,0.01,-9.567453,0.06530453,0.87608814,58200.0,0.106145225
0.0,582,0.20372118,11660.0,0.05,-11.171385,0.065294944,0.8761039,58300.0,0.106151246
0.05,583,0.2037212,11680.0,0.06,-10.140465,0.06526955,0.8761179,58400.0,0.10615901
0.0,584,0.20372148,11700.0,0.05,-8.590456,0.06524967,0.87612647,58500.0,0.106157206
0.1,585,0.20372419,11720.0,0.05,-9.07607,0.06522769,0.8761172,58600.0,0.10615634
0.05,586,0.20372595,11740.0,0.02,-10.747947,0.0652108,0.87610626,58700.0,0.106158994
0.05,587,0.20372729,11760.0,0.05,-9.176997,0.06519868,0.87610024,58800.0,0.10615001
0.05,588,0.20372917,11780.0,0.02,-7.4038267,0.06518296,0.8761118,58900.0,0.106157474
0.1,589,0.20372647,11800.0,0.05,-9.75075,0.06516003,0.87611985,59000.0,0.10614913
0.0,590,0.20372859,11820.0,0.03,-9.59737,0.06515451,0.8761175,59100.0,0.106146276
0.05,591,0.2037304,11840.0,0.05,-5.9231353,0.06515238,0.8761091,59200.0,0.106137544
0.0,592,0.20373473,11860.0,0.04,-10.637352,0.06514264,0.8760877,59300.0,0.10612864
0.05,593,0.20373392,11880.0,0.05,-9.408918,0.065126255,0.8760769,59400.0,0.10612178
0.0,594,0.20373613,11900.0,0.01,-8.276652,0.065123275,0.87605304,59500.0,0.106119655
0.0,595,0.20373718,11920.0,0.03,-9.424204,0.06510487,0.87606287,59600.0,0.106120564
0.1,596,0.20373826,11940.0,0.02,-6.9351873,0.06509002,0.876065,59700.0,0.106129825
0.05,597,0.20373677,11960.0,0.04,-8.879487,0.06508427,0.8760553,59800.0,0.10611669
0.0,598,0.20373851,11980.0,0.05,-9.473435,0.06506548,0.8760576,59900.0,0.10611168
0.0,599,0.20374109,12000.0,0.06,-9.674609,0.06505171,0.8760515,60000.0,0.106110536
0.05,600,0.20374319,12020.0,0.01,-11.611099,0.06504263,0.87605006,60100.0,0.10611048
0.0,601,0.20374532,12040.0,0.02,-10.173383,0.06503136,0.8760355,60200.0,0.10609937
0.0,602,0.20374364,12060.0,0.02,-8.714216,0.06501703,0.8760508,60300.0,0.1061063
0.1,603,0.20374633,12080.0,0.03,-9.798125,0.065001234,0.87607354,60400.0,0.10610777
0.05,604,0.20375086,12100.0,0.05,-9.550035,0.06498701,0.8760721,60500.0,0.106117226
0.05,605,0.20375213,12120.0,0.04,-9.825483,0.06497914,0.8760648,60600.0,0.106109954
0.0,606,0.20375252,12140.0,0.01,-8.773921,0.06496174,0.8760626,60700.0,0.10611347
0.0,607,0.20375451,12160.0,0.04,-11.238985,0.06494757,0.8760469,60800.0,0.10610944
0.05,608,0.20375443,12180.0,0.05,-10.823242,0.06494002,0.8760302,60900.0,0.10611069
0.05,609,0.2037524,12200.0,0.03,-10.442926,0.06492306,0.87603027,61000.0,0.10612016
0.05,610,0.20374914,12220.0,0.04,-8.876665,0.06491625,0.87604123,61100.0,0.106130086
0.0,611,0.20374927,12240.0,0.04,-9.963215,0.06490129,0.87603647,61200.0,0.1061309
0.05,612,0.20375282,12260.0,0.05,-9.483263,0.06490186,0.87603474,61300.0,0.10613433
0.0,613,0.20375454,12280.0,0.06,-12.476146,0.064884216,0.87601733,61400.0,0.106125616
0.0,614,0.20375274,12300.0,0.04,-8.06497,0.0648697,0.87601495,61500.0,0.10612023
0.05,615,0.20375669,12320.0,0.01,-9.514036,0.064854205,0.87601155,61600.0,0.10612138
0.0,616,0.20375688,12340.0,0.05,-8.346608,0.06484605,0.8760237,61700.0,0.10611713
0.05,617,0.20375708,12360.0,0.0,-9.575849,0.0648279,0.87602204,61800.0,0.1061067
0.0,618,0.20376314,12380.0,0.07,-9.543549,0.06480829,0.8760236,61900.0,0.10610541
0.0,619,0.2037648,12400.0,0.05,-10.511655,0.06479211,0.87601095,62000.0,0.10610998
0.05,620,0.20376527,12420.0,0.04,-10.424093,0.06477163,0.8760054,62100.0,0.106110476
0.0,621,0.20376146,12440.0,0.03,-10.889204,0.06475013,0.87600493,62200.0,0.106102586
0.05,622,0.20376408,12460.0,0.02,-8.829294,0.06472734,0.87601566,62300.0,0.10610926
0.0,623,0.20376343,12480.0,0.08,-11.900132,0.06470682,0.8760078,62400.0,0.10611089
0.05,624,0.20376387,12500.0,0.04,-8.742355,0.06471043,0.87601596,62500.0,0.106116824
0.0,625,0.20376423,12520.0,0.04,-8.925608,0.064697124,0.8759977,62600.0,0.10611206
0.05,626,0.203765,12540.0,0.04,-10.033747,0.06468934,0.87598246,62700.0,0.10610589
0.05,627,0.203766,12560.0,0.06,-9.901762,0.0646767,0.87598497,62800.0,0.10610763
0.05,628,0.20376173,12580.0,0.02,-10.907334,0.06466153,0.8759864,62900.0,0.1061103
0.05,629,0.20376396,12600.0,0.04,-8.212898,0.064662516,0.8759942,63000.0,0.10611075
0.0,630,0.20376246,12620.0,0.05,-11.724538,0.0646705,0.8759809,63100.0,0.10610888
0.1,631,0.20376524,12640.0,0.03,-9.306835,0.06465081,0.87598366,63200.0,0.10610855
0.15,632,0.20376654,12660.0,0.06,-8.227162,0.06463745,0.875964,63300.0,0.10610279
0.0,633,0.20376207,12680.0,0.06,-11.354619,0.06462028,0.8759803,63400.0,0.10610336
0.0,634,0.20375817,12700.0,0.04,-11.578977,0.06460283,0.87599427,63500.0,0.10610784
0.0,635,0.20375884,12720.0,0.01,-9.581909,0.064586975,0.87601227,63600.0,0.10611943
0.05,636,0.20375885,12740.0,0.06,-9.66948,0.06456691,0.8760054,63700.0,0.10611981
0.0,637,0.20376153,12760.0,0.02,-9.497235,0.06456493,0.8760109,63800.0,0.10612339
0.05,638,0.20376207,12780.0,0.03,-14.154927,0.06457137,0.8760269,63900.0,0.10611871
0.05,639,0.20376319,12800.0,0.05,-10.481433,0.06455688,0.87602395,64000.0,0.10611827
0.0,640,0.20375901,12820.0,0.05,-10.182067,0.06455438,0.876014,64100.0,0.1061211
0.0,641,0.2037596,12840.0,0.01,-10.967817,0.064535335,0.87603205,64200.0,0.106133215
0.05,642,0.20376109,12860.0,0.06,-8.853656,0.06453081,0.8760275,64300.0,0.1061311
0.0,643,0.20376223,12880.0,0.06,-10.647581,0.064541176,0.8760237,64400.0,0.10612679
0.05,644,0.20376551,12900.0,0.03,-10.17871,0.06453903,0.8760188,64500.0,0.10613219
0.05,645,0.2037661,12920.0,0.02,-8.816565,0.064542204,0.87602216,64600.0,0.10612938
0.1,646,0.20376301,12940.0,0.02,-8.691014,0.06454191,0.8760248,64700.0,0.1061332
0.0,647,0.20376247,12960.0,0.02,-10.084827,0.064528175,0.8760214,64800.0,0.10612986
0.0,648,0.2037634,12980.0,0.07,-9.4217205,0.064530894,0.8760371,64900.0,0.10613393
0.05,649,0.20376429,13000.0,0.06,-10.031292,0.06451821,0.87603664,65000.0,0.10613509
0.0,650,0.20376742,13020.0,0.01,-9.30263,0.064499594,0.87603575,65100.0,0.1061365
0.15,651,0.20376669,13040.0,0.01,-8.521004,0.064478405,0.8760421,65200.0,0.10613354
0.0,652,0.2037677,13060.0,0.03,-10.563322,0.06446849,0.8760555,65300.0,0.10614109
0.05,653,0.20376946,13080.0,0.04,-7.9024763,0.06444718,0.8760504,65400.0,0.10614344
0.1,654,0.20376821,13100.0,0.04,-9.4799795,0.06444791,0.8760426,65500.0,0.10614208
0.0,655,0.20376867,13120.0,0.04,-11.161092,0.06444178,0.87605166,65600.0,0.10614035
0.05,656,0.20376886,13140.0,0.04,-7.8443017,0.06442025,0.8760504,65700.0,0.106133126
0.15,657,0.20377082,13160.0,0.04,-9.696934,0.06441829,0.8760607,65800.0,0.10613086
0.0,658,0.20377165,13180.0,0.03,-9.846156,0.064397775,0.8760584,65900.0,0.10612359
0.05,659,0.20377211,13200.0,0.05,-10.039156,0.06437926,0.8760593,66000.0,0.10612074
0.1,660,0.2037707,13220.0,0.03,-11.745844,0.0643719,0.87606645,66100.0,0.10611997
0.05,661,0.20377344,13240.0,0.0,-8.439215,0.064357944,0.8760619,66200.0,0.10611426
0.0,662,0.20377193,13260.0,0.04,-10.534058,0.064337,0.8760476,66300.0,0.10611185
0.0,663,0.20377363,13280.0,0.03,-9.909331,0.06432279,0.8760521,66400.0,0.106108874
0.1,664,0.20377627,13300.0,0.05,-8.501828,0.06430904,0.8760713,66500.0,0.106111646
0.05,665,0.20377874,13320.0,0.03,-10.393194,0.064286426,0.8760845,66600.0,0.10611861
0.0,666,0.20377865,13340.0,0.02,-10.128603,0.064272515,0.8760857,66700.0,0.106126934
0.05,667,0.20378207,13360.0,0.05,-11.056517,0.06426351,0.8760698,66800.0,0.106130324
0.1,668,0.20378394,13380.0,0.01,-10.13281,0.064263724,0.8760671,66900.0,0.10613471
0.0,669,0.20378488,13400.0,0.04,-10.069262,0.06426926,0.8760579,67000.0,0.10613177
0.0,670,0.20378694,13420.0,0.03,-9.931073,0.064259596,0.8760729,67100.0,0.106136404
0.05,671,0.2037862,13440.0,0.04,-9.727987,0.064280055,0.87606645,67200.0,0.106137365
0.0,672,0.20378745,13460.0,0.05,-11.807202,0.064269565,0.87606436,67300.0,0.106146075
0.0,673,0.20378819,13480.0,0.0,-12.650192,0.06427607,0.8760478,67400.0,0.10613433
0.15,674,0.20378447,13500.0,0.01,-6.261072,0.064270355,0.87604785,67500.0,0.106141426
0.0,675,0.20378499,13520.0,0.06,-9.623223,0.06425221,0.8760567,67600.0,0.10614779
0.1,676,0.2037861,13540.0,0.03,-10.08306,0.064244464,0.87604696,67700.0,0.10613649
0.0,677,0.20378618,13560.0,0.03,-10.506575,0.06423011,0.8760511,67800.0,0.10614253
0.05,678,0.20378679,13580.0,0.02,-8.517376,0.0642278,0.8760426,67900.0,0.10614041
0.05,679,0.20378785,13600.0,0.05,-9.721119,0.06421402,0.8760292,68000.0,0.10613024
0.0,680,0.20379142,13620.0,0.03,-8.14248,0.06422958,0.8760328,68100.0,0.10613798
0.0,681,0.20379284,13640.0,0.02,-10.869157,0.06423686,0.8760322,68200.0,0.10612744
0.0,682,0.2037919,13660.0,0.03,-8.905892,0.06424637,0.8760438,68300.0,0.10612818
0.0,683,0.20379421,13680.0,0.03,-11.836051,0.06424286,0.876038,68400.0,0.10612299
0.0,684,0.20379648,13700.0,0.03,-9.237901,0.064239375,0.8760419,68500.0,0.10612922
0.1,685,0.20380081,13720.0,0.03,-8.087291,0.06423955,0.8760271,68600.0,0.10613207
0.0,686,0.20380424,13740.0,0.03,-8.515863,0.064262666,0.8760304,68700.0,0.10612601
0.05,687,0.20381014,13760.0,0.05,-9.214517,0.06428877,0.87604403,68800.0,0.10612766
0.0,688,0.20380396,13780.0,0.03,-11.697584,0.06431979,0.8760488,68900.0,0.106133334
0.05,689,0.20380852,13800.0,0.04,-8.468581,0.06430857,0.8760581,69000.0,0.10613006
0.05,690,0.20380516,13820.0,0.0,-10.866739,0.06429664,0.8760681,69100.0,0.106133044
0.0,691,0.20380361,13840.0,0.05,-9.969414,0.06429331,0.87606746,69200.0,0.106125206
0.0,692,0.2038035,13860.0,0.02,-10.000228,0.06428461,0.87608415,69300.0,0.106136106
0.0,693,0.20380591,13880.0,0.03,-10.726968,0.064284705,0.876086,69400.0,0.10613794
0.05,694,0.20380516,13900.0,0.05,-9.615766,0.06430598,0.87608105,69500.0,0.106134675
0.0,695,0.20380792,13920.0,0.05,-8.534974,0.064299434,0.8760833,69600.0,0.10613036
0.05,696,0.20380878,13940.0,0.0,-9.698801,0.064324655,0.87607175,69700.0,0.10612217
0.0,697,0.20380755,13960.0,0.05,-11.392609,0.06432807,0.8760546,69800.0,0.10611582
0.15,698,0.20380484,13980.0,0.05,-11.02891,0.06433286,0.87605906,69900.0,0.106117405
0.05,699,0.20379966,14000.0,0.02,-10.209318,0.06435983,0.87605745,70000.0,0.10611138
0.1,700,0.20379965,14020.0,0.02,-10.397615,0.064370975,0.87605745,70100.0,0.10610821
0.0,701,0.20379895,14040.0,0.07,-9.36812,0.06436808,0.8760573,70200.0,0.10610952
0.1,702,0.20379794,14060.0,0.01,-6.355907,0.06437134,0.876055,70300.0,0.1061048
0.0,703,0.20380142,14080.0,0.04,-9.419264,0.064388536,0.87603956,70400.0,0.106104575
0.05,704,0.2038023,14100.0,0.03,-8.682044,0.06438384,0.8760348,70500.0,0.106092304
0.0,705,0.20380268,14120.0,0.03,-10.016977,0.06438458,0.8760411,70600.0,0.10608559
0.05,706,0.2038047,14140.0,0.03,-8.967239,0.06438187,0.8760386,70700.0,0.10608464
0.05,707,0.20380764,14160.0,0.05,-8.690124,0.06437717,0.8760333,70800.0,0.10608975
0.0,708,0.20380315,14180.0,0.09,-9.437014,0.064367935,0.8760254,70900.0,0.106086046
0.05,709,0.2038038,14200.0,0.01,-9.94062,0.06435468,0.87602216,71000.0,0.1060795
0.05,710,0.2038035,14220.0,0.04,-7.964429,0.06434264,0.8760276,71100.0,0.1060788
0.0,711,0.20380402,14240.0,0.03,-9.213749,0.06433155,0.8760275,71200.0,0.10607618
0.0,712,0.20380355,14260.0,0.06,-7.413396,0.064313725,0.87602687,71300.0,0.10608115
0.0,713,0.20380545,14280.0,0.06,-9.398405,0.064298585,0.87602663,71400.0,0.1060764
0.0,714,0.20380564,14300.0,0.01,-7.4504485,0.064285785,0.87602,71500.0,0.1060707
0.05,715,0.20380947,14320.0,0.01,-8.081475,0.06428485,0.8760374,71600.0,0.106082015
0.05,716,0.20380734,14340.0,0.03,-10.095587,0.06427766,0.87604505,71700.0,0.10609233
0.05,717,0.20380914,14360.0,0.03,-8.73301,0.06425882,0.87606144,71800.0,0.10610581
0.0,718,0.20380634,14380.0,0.02,-10.351625,0.064265825,0.8760564,71900.0,0.10610404
0.05,719,0.20380586,14400.0,0.06,-6.6505356,0.06424927,0.8760591,72000.0,0.10611302
0.05,720,0.20380661,14420.0,0.02,-11.184652,0.06423939,0.87605006,72100.0,0.10611568
0.0,721,0.20380706,14440.0,0.01,-10.960798,0.0642255,0.8760345,72200.0,0.10610973
0.05,722,0.20380594,14460.0,0.03,-9.686312,0.064207494,0.8760381,72300.0,0.10611088
0.0,723,0.20380653,14480.0,0.07,-8.742311,0.064194776,0.8760414,72400.0,0.10611255
0.05,724,0.20380883,14500.0,0.04,-6.921402,0.06418353,0.87604123,72500.0,0.10611573
0.05,725,0.20380583,14520.0,0.05,-9.928079,0.06416846,0.87602884,72600.0,0.10611061
0.0,726,0.20380063,14540.0,0.04,-10.683504,0.06416193,0.8760214,72700.0,0.106105804
0.05,727,0.20379837,14560.0,0.06,-9.177787,0.06415772,0.8760126,72800.0,0.10609824
0.1,728,0.20379236,14580.0,0.02,-8.168807,0.06416645,0.8760016,72900.0,0.10610092
0.0,729,0.2037951,14600.0,0.03,-12.264955,0.064165786,0.8760092,73000.0,0.10610511
0.05,730,0.2037979,14620.0,0.05,-8.332506,0.06416878,0.8759963,73100.0,0.10610383
0.0,731,0.20379807,14640.0,0.02,-11.883856,0.06415822,0.87601066,73200.0,0.106106676
0.0,732,0.20379646,14660.0,0.03,-7.757066,0.064155154,0.87599665,73300.0,0.106100924
0.1,733,0.20379564,14680.0,0.05,-9.822873,0.064146854,0.87599736,73400.0,0.106101595
0.1,734,0.20379895,14700.0,0.03,-9.073732,0.06414599,0.87599236,73500.0,0.10610268
0.0,735,0.2038009,14720.0,0.03,-9.457483,0.06412901,0.8760082,73600.0,0.1061121
0.05,736,0.20380108,14740.0,0.02,-10.350879,0.06412119,0.8760071,73700.0,0.1061118
0.0,737,0.20379719,14760.0,0.07,-11.463803,0.06411842,0.8760006,73800.0,0.10611701
0.0,738,0.20379803,14780.0,0.03,-8.377301,0.06411524,0.8760147,73900.0,0.10612682
0.05,739,0.20379837,14800.0,0.04,-10.455221,0.06410884,0.87600756,74000.0,0.10611882
0.05,740,0.20380022,14820.0,0.04,-13.039314,0.064093955,0.8759928,74100.0,0.10611004
0.05,741,0.20380306,14840.0,0.04,-11.422056,0.06409637,0.8759784,74200.0,0.10610768
0.05,742,0.20380273,14860.0,0.02,-7.522429,0.06410071,0.87597483,74300.0,0.106107205
0.05,743,0.20380366,14880.0,0.07,-9.182148,0.06409945,0.87598276,74400.0,0.10611418
0.0,744,0.20380288,14900.0,0.04,-12.536857,0.0640981,0.87597513,74500.0,0.106107496
0.05,745,0.2038007,14920.0,0.03,-9.930055,0.06411636,0.87597495,74600.0,0.10610914
0.15,746,0.20380244,14940.0,0.04,-8.4111,0.06411126,0.875969,74700.0,0.10610662
0.0,747,0.20380233,14960.0,0.03,-9.374287,0.06413997,0.87596893,74800.0,0.10610396
0.05,748,0.20379478,14980.0,0.03,-7.8053765,0.06417674,0.8759616,74900.0,0.106104575
0.1,749,0.20379618,15000.0,0.03,-9.781008,0.06418216,0.8759697,75000.0,0.10610186
0.05,750,0.20379815,15020.0,0.01,-11.170609,0.06420065,0.87596494,75100.0,0.10609474
0.05,751,0.20379688,15040.0,0.02,-12.1551,0.0641991,0.8759759,75200.0,0.106096126
0.05,752,0.20379436,15060.0,0.04,-10.119525,0.06421447,0.87597924,75300.0,0.10609264
0.05,753,0.20379491,15080.0,0.04,-13.101239,0.06421046,0.8759789,75400.0,0.10609138
0.05,754,0.20379752,15100.0,0.04,-12.266722,0.06423186,0.87597376,75500.0,0.10609334
0.0,755,0.20379518,15120.0,0.0,-11.46365,0.06425253,0.8759635,75600.0,0.106090166
0.0,756,0.20379366,15140.0,0.01,-12.294607,0.064262226,0.87596107,75700.0,0.10608669
0.05,757,0.20379284,15160.0,0.04,-9.464159,0.06428248,0.8759684,75800.0,0.10608989
0.05,758,0.20379522,15180.0,0.01,-8.3146305,0.064279586,0.8759663,75900.0,0.106087446
0.0,759,0.20379578,15200.0,0.05,-11.062923,0.06427171,0.87597245,76000.0,0.106084265
0.05,760,0.20379709,15220.0,0.06,-10.155119,0.06427898,0.87596136,76100.0,0.106081724
0.05,761,0.20379345,15240.0,0.02,-9.912567,0.064280935,0.8759659,76200.0,0.10608057
0.0,762,0.20379497,15260.0,0.07,-10.439899,0.06429837,0.8759601,76300.0,0.106081694
0.0,763,0.20379439,15280.0,0.02,-9.098062,0.064296246,0.87595636,76400.0,0.106077045
0.0,764,0.203791,15300.0,0.03,-9.460321,0.06431742,0.8759484,76500.0,0.1060734
0.0,765,0.20379251,15320.0,0.05,-10.74135,0.06431446,0.8759535,76600.0,0.10606372
0.1,766,0.20379053,15340.0,0.04,-9.997935,0.06431673,0.8759723,76700.0,0.10607141
0.05,767,0.20379214,15360.0,0.05,-10.459481,0.06432694,0.87596846,76800.0,0.106066525
0.0,768,0.20379265,15380.0,0.03,-13.003923,0.06432755,0.8759611,76900.0,0.10606164
0.1,769,0.20379592,15400.0,0.03,-9.731224,0.064338535,0.8759613,77000.0,0.10606227
0.15,770,0.20379774,15420.0,0.0,-10.411924,0.06434653,0.8759637,77100.0,0.10606128
0.0,771,0.20379916,15440.0,0.03,-8.871442,0.064357884,0.8759566,77200.0,0.10605394
0.05,772,0.2037979,15460.0,0.03,-8.66199,0.06436383,0.8759534,77300.0,0.10605041
0.0,773,0.20379409,15480.0,0.02,-10.569326,0.064373486,0.875966,77400.0,0.10606297
0.05,774,0.20379385,15500.0,0.04,-11.863632,0.06437948,0.8759718,77500.0,0.106061816
0.2,775,0.20379265,15520.0,0.02,-7.425372,0.06438471,0.87598276,77600.0,0.10606519
0.0,776,0.20379023,15540.0,0.05,-12.6403675,0.0643959,0.8759856,77700.0,0.10606519
0.0,777,0.20378858,15560.0,0.04,-12.457228,0.06440401,0.8759751,77800.0,0.10605956
0.0,778,0.20378837,15580.0,0.03,-9.467249,0.064415924,0.87598276,77900.0,0.106060505
0.0,779,0.20378728,15600.0,0.01,-11.032305,0.06444418,0.87598926,78000.0,0.10605329
0.0,780,0.20379049,15620.0,0.03,-9.597192,0.06443328,0.87599605,78100.0,0.106057025
0.05,781,0.2037936,15640.0,0.05,-10.665149,0.06443094,0.8759952,78200.0,0.106060386
0.05,782,0.20379293,15660.0,0.02,-10.125322,0.06443995,0.8759993,78300.0,0.10605565
0.0,783,0.20379426,15680.0,0.01,-9.691644,0.064436935,0.8759918,78400.0,0.10605361
0.05,784,0.20379244,15700.0,0.04,-11.380514,0.0644455,0.87599534,78500.0,0.106058836
0.05,785,0.20379262,15720.0,0.02,-12.973185,0.0644381,0.87600136,78600.0,0.10605659
0.0,786,0.20379296,15740.0,0.04,-8.942812,0.06443447,0.8760071,78700.0,0.106051944
0.05,787,0.20379372,15760.0,0.02,-11.989642,0.06442541,0.87601614,78800.0,0.10605153
0.1,788,0.20379536,15780.0,0.05,-9.2638855,0.064418726,0.87600654,78900.0,0.10604439
0.1,789,0.20379314,15800.0,0.01,-8.671008,0.06441811,0.8760068,79000.0,0.10604892
0.0,790,0.20379569,15820.0,0.01,-10.495366,0.064422555,0.8760035,79100.0,0.10605381
0.05,791,0.20379834,15840.0,0.04,-11.327563,0.06441815,0.87599343,79200.0,0.10605353
0.0,792,0.20379849,15860.0,0.05,-10.840742,0.06441832,0.8759916,79300.0,0.10605347
0.05,793,0.20379946,15880.0,0.03,-11.602664,0.06441245,0.87599015,79400.0,0.106049694
0.0,794,0.2037991,15900.0,0.02,-12.800647,0.06442915,0.87599164,79500.0,0.10604998
0.05,795,0.20379572,15920.0,0.04,-8.742203,0.064440005,0.8760016,79600.0,0.10604477
0.05,796,0.20379515,15940.0,0.02,-11.129969,0.06443602,0.8760047,79700.0,0.10604509
0.05,797,0.20379591,15960.0,0.04,-10.629873,0.06442755,0.8760119,79800.0,0.10604384
0.0,798,0.20379418,15980.0,0.02,-13.825246,0.0644438,0.8760268,79900.0,0.10605147
0.05,799,0.20379348,16000.0,0.02,-10.098932,0.064446084,0.8760293,80000.0,0.1060533
0.05,800,0.2037976,16020.0,0.03,-8.700483,0.06443955,0.87603337,80100.0,0.106053196
0.05,801,0.20379624,16040.0,0.03,-9.281641,0.06443942,0.87603456,80200.0,0.10604916
0.0,802,0.20379825,16060.0,0.05,-10.725396,0.06444869,0.8760266,80300.0,0.10604814
0.05,803,0.20379645,16080.0,0.05,-11.632692,0.06443849,0.8760093,80400.0,0.106044054
0.0,804,0.20379259,16100.0,0.04,-10.083785,0.06446205,0.8760152,80500.0,0.10604628
0.05,805,0.20379235,16120.0,0.07,-10.678751,0.0644551,0.8760087,80600.0,0.10604278
0.0,806,0.20379318,16140.0,0.01,-12.237817,0.06445842,0.8760081,80700.0,0.106036104
0.0,807,0.20379463,16160.0,0.0,-10.29934,0.06447499,0.8760147,80800.0,0.10603898
0.05,808,0.20379551,16180.0,0.01,-10.315097,0.06447695,0.87600803,80900.0,0.10603374
0.0,809,0.2037931,16200.0,0.05,-11.956342,0.06448399,0.87600636,81000.0,0.10603362
0.05,810,0.20379578,16220.0,0.07,-9.115507,0.06449561,0.87600374,81100.0,0.10603007
0.05,811,0.20379795,16240.0,0.02,-10.683523,0.064509496,0.87599975,81200.0,0.10603192
0.0,812,0.20379202,16260.0,0.01,-9.077171,0.06451342,0.8760099,81300.0,0.10602909
0.0,813,0.20379187,16280.0,0.02,-8.657381,0.06451044,0.87602407,81400.0,0.10603311
0.0,814,0.20379344,16300.0,0.11,-10.251893,0.06450689,0.8760256,81500.0,0.10603282
0.1,815,0.20379291,16320.0,0.05,-8.780588,0.06450113,0.87603325,81600.0,0.10603815
0.05,816,0.20379099,16340.0,0.03,-7.121783,0.06450438,0.8760357,81700.0,0.10604129
0.1,817,0.20378616,16360.0,0.06,-8.672969,0.06452752,0.87603253,81800.0,0.106036045
0.05,818,0.2037812,16380.0,0.04,-8.834587,0.06453692,0.8760224,81900.0,0.10603372
0.0,819,0.2037837,16400.0,0.03,-11.230692,0.06454244,0.87602735,82000.0,0.10603366
0.05,820,0.20378126,16420.0,0.03,-6.9799414,0.06454787,0.87602144,82100.0,0.106030904
0.0,821,0.2037799,16440.0,0.02,-8.671232,0.06454756,0.8760188,82200.0,0.106027745
0.05,822,0.20378059,16460.0,0.02,-9.3189745,0.06453648,0.87601835,82300.0,0.1060339
0.2,823,0.20378166,16480.0,0.03,-7.4193754,0.064542614,0.8760163,82400.0,0.10603162
0.0,824,0.20378304,16500.0,0.04,-10.471829,0.06455473,0.87600356,82500.0,0.10603112
0.0,825,0.20378186,16520.0,0.01,-9.672266,0.06458244,0.8760124,82600.0,0.10602555
0.2,826,0.20378439,16540.0,0.03,-7.4709167,0.0646031,0.87600327,82700.0,0.10601872
0.0,827,0.20378748,16560.0,0.05,-9.757315,0.064609334,0.87600404,82800.0,0.10601753
0.0,828,0.20378867,16580.0,0.05,-13.804141,0.064614795,0.8760064,82900.0,0.106014095
