test/episode,train/success_rate,train/episode,stats_g/std,test/success_rate,test/mean_Q,stats_g/mean,epoch,stats_o/mean,stats_o/std
11040.0,0.56,55200.0,0.096808195,0.9,-0.9794753,0.8471121,551,0.20559372,0.110291064
11060.0,0.58,55300.0,0.09681523,0.9,-1.1944052,0.84711415,552,0.20559733,0.11029876
11080.0,0.58,55400.0,0.09682244,1.0,-1.1688826,0.8471186,553,0.20559797,0.11030119
11100.0,0.49,55500.0,0.09681419,1.0,-0.8520578,0.84712195,554,0.20559244,0.110296875
11120.0,0.56,55600.0,0.09680351,0.85,-1.4251015,0.8471198,555,0.20559406,0.110285185
11140.0,0.59,55700.0,0.09679244,0.9,-1.1463252,0.8471207,556,0.20559265,0.11027831
11160.0,0.54,55800.0,0.096791126,0.85,-1.2191763,0.8471176,557,0.20559697,0.11027285
11180.0,0.57,55900.0,0.09677809,0.95,-1.1424515,0.84711,558,0.20559767,0.11024622
11200.0,0.53,56000.0,0.09677444,0.95,-1.1830895,0.8471162,559,0.20559748,0.11025333
11220.0,0.52,56100.0,0.09677768,0.9,-1.2726114,0.8471195,560,0.20559645,0.1102627
11240.0,0.59,56200.0,0.09676933,0.95,-1.1643153,0.84712976,561,0.20560972,0.110268146
11260.0,0.52,56300.0,0.0967724,0.95,-0.973114,0.8471275,562,0.20560537,0.110266834
11280.0,0.52,56400.0,0.09677515,0.9,-1.265487,0.8471374,563,0.20560756,0.11027
11300.0,0.56,56500.0,0.09677348,1.0,-0.99688643,0.84714985,564,0.20560673,0.11026782
11320.0,0.53,56600.0,0.09676961,0.95,-0.85512877,0.8471384,565,0.20561123,0.11028411
11340.0,0.56,56700.0,0.096772574,0.9,-1.2675116,0.8471315,566,0.20560798,0.110283785
11360.0,0.57,56800.0,0.09677186,0.8,-1.2717121,0.8471474,567,0.2056157,0.11029018
11380.0,0.6,56900.0,0.09677109,0.95,-1.1671709,0.84714174,568,0.20561916,0.1102809
11400.0,0.57,57000.0,0.09679324,0.9,-1.1725023,0.8471326,569,0.20561074,0.11027775
11420.0,0.5,57100.0,0.0967822,0.95,-0.9370734,0.8471332,570,0.20561972,0.11028265
11440.0,0.58,57200.0,0.09677562,0.95,-1.3122357,0.8471396,571,0.20562692,0.11025608
11460.0,0.6,57300.0,0.096767604,1.0,-0.9461253,0.8471411,572,0.20562302,0.110232614
11480.0,0.64,57400.0,0.09675648,1.0,-1.0033414,0.84714836,573,0.20561601,0.110217705
11500.0,0.51,57500.0,0.09675167,0.95,-1.259397,0.8471504,574,0.20561709,0.1102007
11520.0,0.52,57600.0,0.09675393,0.95,-1.1984155,0.8471601,575,0.20562036,0.110210635
11540.0,0.58,57700.0,0.096748926,0.95,-0.91356564,0.8471597,576,0.2056229,0.11019845
11560.0,0.55,57800.0,0.096750505,0.95,-1.1144776,0.84715,577,0.20562929,0.110191606
11580.0,0.5,57900.0,0.096753515,0.9,-1.3229746,0.847142,578,0.2056213,0.11020123
11600.0,0.63,58000.0,0.09674182,1.0,-0.93929183,0.8471482,579,0.20562878,0.1101919
11620.0,0.53,58100.0,0.0967456,0.85,-1.0615598,0.8471599,580,0.20562302,0.11019779
11640.0,0.57,58200.0,0.09674471,0.85,-1.2432544,0.84716445,581,0.20563132,0.11018385
11660.0,0.38,58300.0,0.09676194,0.95,-1.3618534,0.8471734,582,0.20563357,0.1101942
11680.0,0.51,58400.0,0.09676189,0.95,-1.1663544,0.8471808,583,0.20564201,0.11018929
11700.0,0.53,58500.0,0.096764825,1.0,-0.94662845,0.8471969,584,0.20564783,0.11016263
11720.0,0.59,58600.0,0.0967573,1.0,-0.83591527,0.84719723,585,0.20564324,0.11015232
11740.0,0.56,58700.0,0.09675995,0.8,-1.3273172,0.8471963,586,0.20564742,0.11013684
11760.0,0.55,58800.0,0.09674522,0.95,-0.9144174,0.84719676,587,0.20564312,0.11011841
11780.0,0.55,58900.0,0.09674334,1.0,-1.0065066,0.84720635,588,0.20564881,0.11011897
11800.0,0.57,59000.0,0.096747,0.9,-1.3544096,0.8472143,589,0.20565253,0.110102594
11820.0,0.64,59100.0,0.09673491,0.95,-1.2184262,0.8472174,590,0.20565668,0.11008523
11840.0,0.53,59200.0,0.09673467,1.0,-0.69351876,0.8472114,591,0.20566002,0.110084936
11860.0,0.53,59300.0,0.096723504,0.9,-1.3133372,0.84720415,592,0.20566721,0.11006948
11880.0,0.63,59400.0,0.09671348,0.9,-1.2152073,0.84720683,593,0.20566744,0.1100608
11900.0,0.54,59500.0,0.09669974,1.0,-0.9443291,0.84719443,594,0.20566732,0.11005405
11920.0,0.51,59600.0,0.09670464,0.9,-1.1191342,0.84720427,595,0.20567396,0.11004727
11940.0,0.51,59700.0,0.0967285,0.95,-0.9458636,0.84719366,596,0.20566796,0.110060625
11960.0,0.63,59800.0,0.09671255,0.95,-1.1160372,0.84719014,597,0.20567241,0.11005153
11980.0,0.63,59900.0,0.096697085,0.9,-1.3961431,0.8471954,598,0.2056743,0.11002775
12000.0,0.54,60000.0,0.096696906,0.9,-1.3401449,0.8471942,599,0.20567307,0.110029764
