train/success_rate,stats_g/mean,train/episode,test/mean_Q,test/episode,stats_g/std,stats_o/std,epoch,stats_o/mean,test/success_rate
0.8,0.87605304,16340.0,-0.07426585,16340.0,0.085465856,0.030589838,816,0.2628613,1.0
0.6,0.8760364,16360.0,-0.053849827,16360.0,0.0854727,0.030591946,817,0.26285693,1.0
0.7,0.8760445,16380.0,-0.06772671,16380.0,0.08547477,0.03059243,818,0.26285928,1.0
0.75,0.87606066,16400.0,-0.049139664,16400.0,0.085472666,0.030591622,819,0.26286379,1.0
0.8,0.8760621,16420.0,-0.04028693,16420.0,0.085477374,0.030592153,820,0.26286438,1.0
0.8,0.87606573,16440.0,-0.056661803,16440.0,0.08547186,0.030591017,821,0.2628649,1.0
0.75,0.87607265,16460.0,-0.06605968,16460.0,0.085475415,0.030592054,822,0.26286548,1.0
0.75,0.87605137,16480.0,-0.07813184,16480.0,0.08547541,0.030591253,823,0.26285917,1.0
0.55,0.8760559,16500.0,-0.08051317,16500.0,0.08547815,0.030592198,824,0.26286104,1.0
0.8,0.8760605,16520.0,-0.07897781,16520.0,0.08548037,0.03059291,825,0.26286194,1.0
0.7,0.8760593,16540.0,-0.04908156,16540.0,0.08548085,0.03059423,826,0.2628615,1.0
0.7,0.876056,16560.0,-0.033902906,16560.0,0.08547449,0.030592704,827,0.26286033,1.0
0.55,0.8760474,16580.0,-0.071054496,16580.0,0.08548055,0.030594062,828,0.2628576,1.0
0.7,0.8760479,16600.0,-0.06278898,16600.0,0.08547917,0.030593853,829,0.26285782,1.0
0.85,0.8760443,16620.0,-0.068789184,16620.0,0.085472025,0.03059255,830,0.2628572,1.0
0.7,0.87602454,16640.0,-0.069530696,16640.0,0.08547565,0.030593645,831,0.26285124,1.0
0.6,0.87601614,16660.0,-0.03965586,16660.0,0.08547804,0.030594576,832,0.26284862,1.0
0.7,0.87603074,16680.0,-0.07132937,16680.0,0.085478224,0.030594397,833,0.2628523,1.0
0.6,0.87602973,16700.0,-0.07215517,16700.0,0.08547423,0.03059354,834,0.26285145,1.0
0.55,0.8760287,16720.0,-0.056797594,16720.0,0.08547702,0.030593965,835,0.26285106,1.0
0.75,0.87605244,16740.0,-0.050691046,16740.0,0.085473835,0.030593786,836,0.2628571,1.0
0.8,0.8760244,16760.0,-0.09320029,16760.0,0.08548527,0.030596346,837,0.26284936,1.0
0.85,0.876028,16780.0,-0.04699632,16780.0,0.085469574,0.030593205,838,0.26285034,1.0
0.85,0.87602097,16800.0,-0.0674672,16800.0,0.0854753,0.030593779,839,0.26284897,1.0
0.7,0.876013,16820.0,-0.070591904,16820.0,0.0854811,0.030595532,840,0.26284716,1.0
0.85,0.8760063,16840.0,-0.08897595,16840.0,0.08548174,0.030595977,841,0.26284522,1.0
0.7,0.876003,16860.0,-0.063525036,16860.0,0.08548838,0.030597856,842,0.26284307,1.0
0.65,0.8760214,16880.0,-0.0717513,16880.0,0.08549094,0.03059807,843,0.26284787,1.0
0.8,0.87601703,16900.0,-0.094146654,16900.0,0.08549955,0.030599693,844,0.26284686,1.0
0.75,0.8760167,16920.0,-0.047902208,16920.0,0.08549711,0.030599048,845,0.2628463,1.0
0.6,0.87601894,16940.0,-0.06614839,16940.0,0.085499205,0.030599523,846,0.26284713,1.0
0.65,0.8760211,16960.0,-0.03380399,16960.0,0.085487545,0.030596416,847,0.26284748,1.0
0.8,0.87600565,16980.0,-0.08315957,16980.0,0.08549565,0.030597782,848,0.26284456,1.0
0.8,0.8760142,17000.0,-0.07877683,17000.0,0.085499674,0.03059939,849,0.26284724,1.0
0.9,0.8760256,17020.0,-0.07037877,17020.0,0.0855022,0.030600056,850,0.26285046,1.0
0.65,0.8760194,17040.0,-0.044439606,17040.0,0.08549848,0.030599106,851,0.26284832,1.0
0.85,0.876023,17060.0,-0.07217713,17060.0,0.08550114,0.030600023,852,0.26284915,1.0
0.85,0.8760182,17080.0,-0.06262628,17080.0,0.08550214,0.030601418,853,0.26284805,1.0
0.65,0.8760471,17100.0,-0.067671046,17100.0,0.08550826,0.030602416,854,0.26285523,1.0
0.7,0.87603945,17120.0,-0.045577604,17120.0,0.08549803,0.030599255,855,0.2628532,1.0
0.7,0.8760466,17140.0,-0.06949778,17140.0,0.08550664,0.03060181,856,0.26285523,1.0
0.7,0.8760543,17160.0,-0.058449857,17160.0,0.08551157,0.03060326,857,0.2628575,1.0
0.8,0.8760602,17180.0,-0.08109311,17180.0,0.08551683,0.030605892,858,0.26285875,1.0
0.7,0.8760554,17200.0,-0.07547748,17200.0,0.0855147,0.030605277,859,0.2628575,1.0
0.9,0.8760371,17220.0,-0.06733716,17220.0,0.08551339,0.03060474,860,0.26285225,1.0
0.8,0.8760376,17240.0,-0.09978562,17240.0,0.08551947,0.030606935,861,0.26285222,1.0
0.75,0.8760449,17260.0,-0.080865756,17260.0,0.08552068,0.030605769,862,0.26285392,1.0
0.65,0.87605286,17280.0,-0.08297888,17280.0,0.08552799,0.030607853,863,0.26285607,1.0
0.85,0.8760405,17300.0,-0.075891726,17300.0,0.08552999,0.030608589,864,0.26285276,1.0
0.6,0.8760188,17320.0,-0.086956725,17320.0,0.085535,0.030610446,865,0.26284698,1.0
0.9,0.876014,17340.0,-0.05564191,17340.0,0.085535415,0.030610105,866,0.26284567,1.0
0.65,0.87600565,17360.0,-0.076168925,17360.0,0.08553791,0.030610457,867,0.26284355,1.0
0.95,0.87600684,17380.0,-0.031757314,17380.0,0.08552825,0.03060827,868,0.26284438,1.0
0.8,0.8760085,17400.0,-0.052903242,17400.0,0.085532576,0.030609628,869,0.2628449,1.0
0.7,0.87600666,17420.0,-0.07109344,17420.0,0.08553668,0.03061097,870,0.26284456,1.0
0.8,0.87599593,17440.0,-0.08034505,17440.0,0.08554566,0.030613538,871,0.26284158,1.0
0.6,0.8760044,17460.0,-0.060578983,17460.0,0.085543394,0.030612674,872,0.26284394,1.0
0.45,0.87598354,17480.0,-0.059399433,17480.0,0.08554157,0.030611595,873,0.26283833,1.0
0.75,0.8759988,17500.0,-0.071201086,17500.0,0.08554945,0.030612718,874,0.26284176,1.0
0.7,0.87601155,17520.0,-0.029888565,17520.0,0.085540175,0.030610219,875,0.26284584,1.0
0.75,0.87600595,17540.0,-0.042357862,17540.0,0.085535824,0.030608382,876,0.26284492,1.0
0.7,0.87601846,17560.0,-0.05049634,17560.0,0.08553424,0.030608276,877,0.2628478,1.0
0.75,0.8760149,17580.0,-0.052817695,17580.0,0.085535385,0.030608166,878,0.26284668,1.0
0.85,0.8760252,17600.0,-0.050452005,17600.0,0.08553464,0.030608047,879,0.26284865,1.0
0.7,0.876024,17620.0,-0.049432766,17620.0,0.08552757,0.030605799,880,0.2628488,1.0
0.7,0.8760114,17640.0,-0.06837411,17640.0,0.08552269,0.030604105,881,0.2628449,1.0
0.65,0.8760128,17660.0,-0.068623975,17660.0,0.08551776,0.030602181,882,0.26284483,1.0
0.85,0.8760035,17680.0,-0.053025026,17680.0,0.08551472,0.030600693,883,0.2628423,1.0
0.7,0.8759987,17700.0,-0.074664794,17700.0,0.08551415,0.03060159,884,0.26284072,1.0
0.6,0.8760066,17720.0,-0.054366123,17720.0,0.085512675,0.03060159,885,0.26284313,1.0
0.8,0.87600565,17740.0,-0.08347768,17740.0,0.08552202,0.030603671,886,0.26284212,1.0
0.9,0.87601227,17760.0,-0.06727736,17760.0,0.08552287,0.030603409,887,0.2628446,1.0
0.65,0.8760145,17780.0,-0.0625311,17780.0,0.08552439,0.030603811,888,0.26284543,1.0
0.6,0.8760104,17800.0,-0.05482444,17800.0,0.08551648,0.030601269,889,0.26284483,1.0
0.75,0.8760171,17820.0,-0.080533,17820.0,0.085518084,0.030602545,890,0.26284686,1.0
0.65,0.8760078,17840.0,-0.07652742,17840.0,0.08551812,0.030602489,891,0.2628439,1.0
0.7,0.87602156,17860.0,-0.069955714,17860.0,0.08551922,0.030602429,892,0.2628476,1.0
0.85,0.8760147,17880.0,-0.07612471,17880.0,0.08551937,0.030601542,893,0.2628464,1.0
0.7,0.8759951,17900.0,-0.106123544,17900.0,0.0855171,0.030601446,894,0.26284117,1.0
0.85,0.8760163,17920.0,-0.080236375,17920.0,0.08552065,0.030601833,895,0.2628472,1.0
0.6,0.8760245,17940.0,-0.06418954,17940.0,0.08551886,0.030601228,896,0.26284903,1.0
0.65,0.8760322,17960.0,-0.056321334,17960.0,0.08552122,0.030601641,897,0.26285055,1.0
0.8,0.8760171,17980.0,-0.09186399,17980.0,0.0855251,0.030603012,898,0.26284626,1.0
0.8,0.87601906,18000.0,-0.07222383,18000.0,0.085528694,0.030603623,899,0.26284617,1.0
0.65,0.8760285,18020.0,-0.07408733,18020.0,0.08552724,0.03060309,900,0.26284844,1.0
0.75,0.8760449,18040.0,-0.0845773,18040.0,0.0855313,0.030604878,901,0.2628531,1.0
0.9,0.8760452,18060.0,-0.074840166,18060.0,0.085532375,0.030604739,902,0.26285297,1.0
0.7,0.8760462,18080.0,-0.06255614,18080.0,0.0855285,0.030604165,903,0.2628531,1.0
0.7,0.8760446,18100.0,-0.084275424,18100.0,0.08553932,0.030606752,904,0.2628526,1.0
0.7,0.87606925,18120.0,-0.091265924,18120.0,0.08553818,0.03060692,905,0.2628587,1.0
0.65,0.87606907,18140.0,-0.068079755,18140.0,0.08553382,0.030605312,906,0.26285914,1.0
0.8,0.8760574,18160.0,-0.065832525,18160.0,0.085532665,0.030605499,907,0.26285648,1.0
0.7,0.87605435,18180.0,-0.0679814,18180.0,0.085527934,0.030604964,908,0.26285586,1.0
0.85,0.8760357,18200.0,-0.056673657,18200.0,0.08552191,0.030603433,909,0.26285094,1.0
0.8,0.8760207,18220.0,-0.06825582,18220.0,0.08552543,0.0306043,910,0.26284748,1.0
0.7,0.87602,18240.0,-0.05154664,18240.0,0.085522085,0.030603562,911,0.262847,1.0
0.8,0.87601835,18260.0,-0.042134445,18260.0,0.08552217,0.030603524,912,0.26284736,1.0
0.8,0.8760311,18280.0,-0.048652478,18280.0,0.08551971,0.030603165,913,0.26285,1.0
0.7,0.87606597,18300.0,-0.05019491,18300.0,0.085517555,0.030602455,914,0.26285928,1.0
0.75,0.8760621,18320.0,-0.06429578,18320.0,0.085518636,0.030602878,915,0.26285836,1.0
0.8,0.8760681,18340.0,-0.064811476,18340.0,0.08552126,0.030603882,916,0.26285976,1.0
0.85,0.87606627,18360.0,-0.060227744,18360.0,0.08552396,0.030604169,917,0.26285955,1.0
0.9,0.8760619,18380.0,-0.070494935,18380.0,0.085517496,0.030602615,918,0.26285827,1.0
0.65,0.8760558,18400.0,-0.05879783,18400.0,0.08551729,0.030603101,919,0.26285654,1.0
0.85,0.876041,18420.0,-0.073674634,18420.0,0.08552093,0.030604428,920,0.26285315,1.0
0.8,0.87603515,18440.0,-0.06277867,18440.0,0.08552149,0.030604392,921,0.26285154,1.0
0.75,0.8760466,18460.0,-0.05509328,18460.0,0.08551689,0.030603271,922,0.26285413,1.0
0.8,0.87602645,18480.0,-0.060415667,18480.0,0.08551819,0.030603403,923,0.26284844,1.0
0.7,0.8760173,18500.0,-0.07624218,18500.0,0.0855181,0.030603617,924,0.2628457,1.0
0.75,0.876025,18520.0,-0.05698829,18520.0,0.085514806,0.030602878,925,0.2628476,1.0
0.7,0.87602186,18540.0,-0.08003841,18540.0,0.08552859,0.030606503,926,0.26284578,1.0
1.0,0.8760283,18560.0,-0.034986224,18560.0,0.08552294,0.030603975,927,0.26284757,1.0
0.65,0.87602824,18580.0,-0.093281604,18580.0,0.08552918,0.030605793,928,0.2628478,1.0
0.85,0.876044,18600.0,-0.043992404,18600.0,0.085527875,0.030605841,929,0.2628517,1.0
0.75,0.87603927,18620.0,-0.06404223,18620.0,0.08553638,0.03060863,930,0.26285046,1.0
0.7,0.8760378,18640.0,-0.07332119,18640.0,0.08553791,0.030609,931,0.2628506,1.0
0.9,0.8760619,18660.0,-0.08008287,18660.0,0.08554592,0.030611614,932,0.2628579,1.0
0.8,0.8760535,18680.0,-0.05012492,18680.0,0.085547954,0.03061198,933,0.26285535,1.0
0.9,0.87604195,18700.0,-0.061633896,18700.0,0.08553964,0.030609677,934,0.2628518,1.0
0.75,0.8760447,18720.0,-0.07581755,18720.0,0.08553981,0.03060938,935,0.26285213,1.0
0.7,0.87605387,18740.0,-0.06995024,18740.0,0.085547924,0.030610597,936,0.26285467,1.0
0.8,0.8760574,18760.0,-0.09304993,18760.0,0.085552014,0.030611668,937,0.26285583,1.0
0.8,0.8760555,18780.0,-0.05414784,18780.0,0.085550494,0.030610511,938,0.2628554,1.0
0.75,0.87604284,18800.0,-0.08868254,18800.0,0.0855571,0.030613145,939,0.26285166,1.0
0.85,0.87605524,18820.0,-0.058693714,18820.0,0.08555061,0.03061076,940,0.26285547,1.0
0.55,0.8760479,18840.0,-0.06022499,18840.0,0.08554718,0.030608932,941,0.2628538,1.0
0.8,0.8760583,18860.0,-0.07893724,18860.0,0.08555051,0.030608669,942,0.26285604,1.0
0.8,0.8760395,18880.0,-0.08792108,18880.0,0.085554026,0.03061006,943,0.2628504,1.0
0.75,0.8760607,18900.0,-0.059382908,18900.0,0.085552715,0.030609513,944,0.2628562,1.0
0.65,0.8760447,18920.0,-0.10277889,18920.0,0.08556094,0.0306109,945,0.2628516,1.0
0.85,0.8760326,18940.0,-0.0843354,18940.0,0.085572325,0.030614424,946,0.2628485,1.0
0.85,0.8760286,18960.0,-0.059681635,18960.0,0.08556882,0.030612811,947,0.26284736,1.0
0.7,0.87602234,18980.0,-0.0777732,18980.0,0.085573114,0.030614432,948,0.2628458,1.0
0.7,0.8760106,19000.0,-0.07307817,19000.0,0.08557576,0.030615663,949,0.26284274,1.0
0.8,0.87601143,19020.0,-0.06297386,19020.0,0.08557127,0.030614173,950,0.2628433,1.0
0.85,0.87602085,19040.0,-0.07981621,19040.0,0.08557745,0.03061533,951,0.2628456,1.0
0.75,0.8760322,19060.0,-0.07477703,19060.0,0.08557763,0.030615455,952,0.26284876,1.0
0.8,0.8760052,19080.0,-0.064684175,19080.0,0.085579745,0.03061583,953,0.2628413,1.0
0.7,0.8759961,19100.0,-0.07529038,19100.0,0.0855921,0.030618872,954,0.26283935,1.0
0.85,0.8760032,19120.0,-0.082302056,19120.0,0.08559575,0.03061949,955,0.26284093,1.0
0.75,0.8759894,19140.0,-0.046361018,19140.0,0.08559219,0.030618142,956,0.26283818,1.0
0.85,0.87599534,19160.0,-0.06567876,19160.0,0.08558473,0.030616214,957,0.2628402,1.0
0.85,0.87600356,19180.0,-0.062098432,19180.0,0.08558768,0.030617237,958,0.26284283,1.0
0.8,0.87599355,19200.0,-0.089784525,19200.0,0.08559769,0.03061985,959,0.2628402,1.0
0.75,0.8759899,19220.0,-0.0661618,19220.0,0.085591674,0.030618414,960,0.26283914,1.0
0.7,0.8760031,19240.0,-0.07671207,19240.0,0.08559481,0.030619388,961,0.26284283,1.0
0.8,0.8759999,19260.0,-0.07011224,19260.0,0.08560094,0.03061987,962,0.26284185,1.0
0.8,0.87600356,19280.0,-0.06751461,19280.0,0.08560256,0.030620629,963,0.26284283,1.0
0.9,0.87600356,19300.0,-0.08920668,19300.0,0.08560973,0.0306229,964,0.26284295,1.0
0.9,0.876009,19320.0,-0.049743295,19320.0,0.08560344,0.030620927,965,0.26284435,1.0
0.85,0.8760019,19340.0,-0.094580725,19340.0,0.08560849,0.030622229,966,0.26284254,1.0
0.8,0.8760052,19360.0,-0.072067,19360.0,0.08560028,0.030619493,967,0.26284295,1.0
0.65,0.875997,19380.0,-0.060480036,19380.0,0.085597344,0.030618217,968,0.2628408,1.0
0.6,0.87599564,19400.0,-0.07652225,19400.0,0.08560332,0.030620486,969,0.26283973,1.0
0.65,0.8760006,19420.0,-0.049932174,19420.0,0.08559594,0.030618796,970,0.26284122,1.0
0.6,0.876002,19440.0,-0.05522248,19440.0,0.085594885,0.030618364,971,0.26284143,1.0
0.8,0.87599254,19460.0,-0.09206872,19460.0,0.085602164,0.030620074,972,0.2628389,1.0
0.6,0.87598974,19480.0,-0.07253698,19480.0,0.08560183,0.030619826,973,0.26283818,1.0
0.9,0.8759853,19500.0,-0.05082494,19500.0,0.08560146,0.03061967,974,0.26283723,1.0
0.8,0.8759821,19520.0,-0.07433613,19520.0,0.08560505,0.030620122,975,0.262836,1.0
0.75,0.8759815,19540.0,-0.05177607,19540.0,0.08559964,0.030619169,976,0.26283553,1.0
0.8,0.87598777,19560.0,-0.055054028,19560.0,0.085600615,0.030619761,977,0.2628368,1.0
0.8,0.8759728,19580.0,-0.06436909,19580.0,0.08559676,0.03061929,978,0.2628326,0.9
0.75,0.87596637,19600.0,-0.046778314,19600.0,0.08558891,0.030616596,979,0.26283097,1.0
0.75,0.8759425,19620.0,-0.06744588,19620.0,0.08558784,0.030616615,980,0.2628242,1.0
0.8,0.87594706,19640.0,-0.06652352,19640.0,0.085586905,0.030616889,981,0.26282543,1.0
0.75,0.8759618,19660.0,-0.07363572,19660.0,0.08558791,0.030617371,982,0.2628289,1.0
0.7,0.87597734,19680.0,-0.04002217,19680.0,0.08558479,0.030616652,983,0.26283318,1.0
0.6,0.87598664,19700.0,-0.063690975,19700.0,0.08558687,0.03061693,984,0.26283595,1.0
0.6,0.8759572,19720.0,-0.07303796,19720.0,0.085590124,0.030616537,985,0.26282856,1.0
0.6,0.87595886,19740.0,-0.07652989,19740.0,0.08559192,0.03061663,986,0.2628296,1.0
0.8,0.8759529,19760.0,-0.075947724,19760.0,0.08559564,0.03061751,987,0.26282746,1.0
0.65,0.87596196,19780.0,-0.07375236,19780.0,0.08560299,0.030619761,988,0.26282984,1.0
0.8,0.87595296,19800.0,-0.036312483,19800.0,0.08559236,0.030616855,989,0.26282728,1.0
0.8,0.8759603,19820.0,-0.078361124,19820.0,0.085595526,0.030618688,990,0.2628301,1.0
0.7,0.87595946,19840.0,-0.08189515,19840.0,0.08559545,0.030618701,991,0.2628293,1.0
0.8,0.8759725,19860.0,-0.07841832,19860.0,0.085603245,0.030620238,992,0.26283234,1.0
0.65,0.87596256,19880.0,-0.060150497,19880.0,0.0856064,0.030620713,993,0.26282984,1.0
0.9,0.8759747,19900.0,-0.08467965,19900.0,0.08560879,0.030621652,994,0.26283318,1.0
0.65,0.8759585,19920.0,-0.08945067,19920.0,0.085615955,0.03062379,995,0.26282898,1.0
0.85,0.8759668,19940.0,-0.0667575,19940.0,0.08561548,0.030623797,996,0.26283124,1.0
0.6,0.87597054,19960.0,-0.077614985,19960.0,0.085626096,0.030626368,997,0.26283246,1.0
0.65,0.8759907,19980.0,-0.07029189,19980.0,0.08562616,0.030626902,998,0.26283816,1.0
0.7,0.87598115,20000.0,-0.060243707,20000.0,0.08562732,0.030627072,999,0.26283568,1.0
