stats_g/std,train/success_rate,train/episode,test/episode,stats_g/mean,stats_o/mean,epoch,stats_o/std,test/success_rate,test/mean_Q
0.06591917,0.99,27600.0,5520.0,0.8381529,0.20204033,275,0.099764116,1.0,-1.0689846
0.065886945,0.98,27700.0,5540.0,0.8381727,0.20204683,276,0.099804394,1.0,-1.105355
0.0658661,0.95,27800.0,5560.0,0.8381768,0.20204593,277,0.09978815,1.0,-0.8323003
0.06586965,0.97,27900.0,5580.0,0.838175,0.20207094,278,0.09984838,1.0,-1.0109673
0.06586573,0.96,28000.0,5600.0,0.8381543,0.20207083,279,0.099916145,1.0,-1.0245013
0.06585017,0.95,28100.0,5620.0,0.8381764,0.20208588,280,0.09994586,1.0,-1.1259139
0.06584044,0.94,28200.0,5640.0,0.8381627,0.20206825,281,0.09996808,1.0,-0.8721304
0.065841824,0.96,28300.0,5660.0,0.83817655,0.2020791,282,0.09998929,1.0,-1.1207204
0.06581517,0.97,28400.0,5680.0,0.8381903,0.20208783,283,0.09996543,1.0,-0.8887865
0.0657965,0.98,28500.0,5700.0,0.8381989,0.20210268,284,0.09998988,1.0,-1.2097971
0.0657705,0.97,28600.0,5720.0,0.83819294,0.2021068,285,0.100036725,1.0,-0.98106116
0.0657791,0.96,28700.0,5740.0,0.8381917,0.20211859,286,0.100028515,1.0,-1.2484939
0.06575511,0.96,28800.0,5760.0,0.83818275,0.20211552,287,0.100003004,1.0,-1.4067613
0.06574148,0.93,28900.0,5780.0,0.83818,0.20212133,288,0.10005795,1.0,-1.0345733
0.06572277,0.96,29000.0,5800.0,0.8381842,0.20213073,289,0.100062035,1.0,-1.2087456
0.065698214,0.97,29100.0,5820.0,0.8382165,0.20213182,290,0.1000652,1.0,-1.2486761
0.06567805,0.97,29200.0,5840.0,0.83824396,0.20213684,291,0.10004773,1.0,-0.99931365
0.06568647,0.96,29300.0,5860.0,0.8382278,0.20214437,292,0.10004477,1.0,-1.101094
0.065678366,0.96,29400.0,5880.0,0.8382408,0.20215765,293,0.10001362,1.0,-0.734278
0.06566636,0.94,29500.0,5900.0,0.83825445,0.20215595,294,0.10001698,1.0,-0.96524954
0.065651335,0.96,29600.0,5920.0,0.8382537,0.20215584,295,0.10001764,1.0,-1.1464621
0.06564129,0.94,29700.0,5940.0,0.8382471,0.20215142,296,0.10002687,1.0,-1.1923002
0.06561435,0.96,29800.0,5960.0,0.83825517,0.2021571,297,0.10005957,1.0,-1.0787375
0.06561277,0.93,29900.0,5980.0,0.8382556,0.2021543,298,0.10005628,1.0,-1.1669949
0.065612465,0.99,30000.0,6000.0,0.8382556,0.20214409,299,0.10001933,1.0,-1.2415724
