test/success_rate,stats_o/std,stats_o/mean,test/episode,train/episode,epoch,train/success_rate,test/mean_Q,stats_g/mean,stats_g/std
1.0,0.11713998,0.20653468,10940.0,54700.0,546,0.45,-1.1051406,0.85011,0.107593
1.0,0.11713221,0.206534,10960.0,54800.0,547,0.58,-0.98597145,0.85011476,0.107589655
1.0,0.11712054,0.20654353,10980.0,54900.0,548,0.53,-0.73706895,0.8501424,0.10758301
0.95,0.11712204,0.20654699,11000.0,55000.0,549,0.61,-0.9756645,0.85015076,0.10757045
0.95,0.11710701,0.20655201,11020.0,55100.0,550,0.52,-0.9680208,0.8501551,0.107557535
0.9,0.117089875,0.2065498,11040.0,55200.0,551,0.55,-1.0353124,0.85015345,0.10755361
1.0,0.11707984,0.2065515,11060.0,55300.0,552,0.52,-0.89757395,0.85015744,0.10753671
1.0,0.1170682,0.20654595,11080.0,55400.0,553,0.51,-1.0265406,0.8501629,0.10753244
1.0,0.117059916,0.20654769,11100.0,55500.0,554,0.53,-0.94246495,0.8501654,0.10752988
0.85,0.11705391,0.20654163,11120.0,55600.0,555,0.55,-1.3806771,0.8501673,0.10752318
0.95,0.11705195,0.20654722,11140.0,55700.0,556,0.56,-1.080205,0.8501726,0.107527085
0.9,0.11704538,0.20655258,11160.0,55800.0,557,0.49,-1.2241342,0.8501738,0.10752689
0.95,0.117029,0.2065486,11180.0,55900.0,558,0.53,-1.2055935,0.8501776,0.10752696
1.0,0.11703031,0.2065516,11200.0,56000.0,559,0.52,-1.2020115,0.8501868,0.10751438
0.9,0.11701646,0.2065572,11220.0,56100.0,560,0.55,-1.4031318,0.8501958,0.10750318
1.0,0.1169951,0.20655122,11240.0,56200.0,561,0.63,-1.2315265,0.85021305,0.10748705
1.0,0.11697125,0.20654863,11260.0,56300.0,562,0.5,-1.0437003,0.8502133,0.107473254
1.0,0.11697128,0.20654722,11280.0,56400.0,563,0.46,-1.169079,0.85022473,0.10747703
1.0,0.11696281,0.20654972,11300.0,56500.0,564,0.56,-1.0039139,0.85024077,0.10748025
0.95,0.11696331,0.20655707,11320.0,56600.0,565,0.51,-0.97514963,0.85024166,0.1074816
0.95,0.11694439,0.20656028,11340.0,56700.0,566,0.49,-1.5553377,0.8502392,0.10746684
0.95,0.116958246,0.20655654,11360.0,56800.0,567,0.58,-1.2585974,0.8502536,0.10746956
0.95,0.11694746,0.20655733,11380.0,56900.0,568,0.58,-1.1470972,0.85024685,0.10746395
1.0,0.116926946,0.2065593,11400.0,57000.0,569,0.51,-1.1187373,0.8502448,0.10745802
1.0,0.116906956,0.20655523,11420.0,57100.0,570,0.52,-1.0094769,0.85025054,0.107442655
0.95,0.1168911,0.20654781,11440.0,57200.0,571,0.51,-0.99522465,0.8502614,0.10744571
1.0,0.11687183,0.20655079,11460.0,57300.0,572,0.6,-1.0514678,0.85026985,0.107426964
1.0,0.1168737,0.20655257,11480.0,57400.0,573,0.6,-0.8058224,0.8502765,0.10742704
0.95,0.116861284,0.20654857,11500.0,57500.0,574,0.55,-1.2065529,0.8502824,0.107422955
0.9,0.11685992,0.20654899,11520.0,57600.0,575,0.55,-2.4213648,0.8502891,0.10743045
1.0,0.11687518,0.2065489,11540.0,57700.0,576,0.42,-0.9877467,0.8502905,0.10746048
1.0,0.116849214,0.20655793,11560.0,57800.0,577,0.54,-1.3060479,0.85028833,0.107455246
0.95,0.11684381,0.20655611,11580.0,57900.0,578,0.48,-1.5175198,0.8502898,0.10745304
1.0,0.116838045,0.20655337,11600.0,58000.0,579,0.54,-0.8681515,0.8502924,0.107459776
0.95,0.11682417,0.2065536,11620.0,58100.0,580,0.49,-1.2247725,0.8502982,0.10744818
0.95,0.11683291,0.20655817,11640.0,58200.0,581,0.53,-0.9548769,0.85030395,0.1074532
1.0,0.11683226,0.20656025,11660.0,58300.0,582,0.44,-1.2796986,0.8503105,0.1074695
1.0,0.116851814,0.20656425,11680.0,58400.0,583,0.48,-1.0518647,0.8503154,0.10747864
1.0,0.116862476,0.20656192,11700.0,58500.0,584,0.44,-0.8238827,0.8503313,0.107491255
1.0,0.11686921,0.20657136,11720.0,58600.0,585,0.57,-1.0728872,0.85032773,0.10749609
0.9,0.11685828,0.20657143,11740.0,58700.0,586,0.59,-1.4800365,0.8503351,0.10747411
0.95,0.116842076,0.20657657,11760.0,58800.0,587,0.61,-0.9388895,0.8503456,0.10746803
1.0,0.11683404,0.20658205,11780.0,58900.0,588,0.59,-0.936468,0.85036033,0.10747402
0.95,0.11681969,0.20657846,11800.0,59000.0,589,0.55,-1.2513205,0.8503688,0.1074619
1.0,0.11682197,0.2065771,11820.0,59100.0,590,0.57,-1.1085703,0.85037714,0.10747362
1.0,0.11683302,0.20657185,11840.0,59200.0,591,0.53,-0.5483731,0.85037106,0.10747575
1.0,0.11682525,0.20657444,11860.0,59300.0,592,0.56,-1.1936371,0.85035735,0.10746115
0.9,0.11683054,0.20657592,11880.0,59400.0,593,0.61,-1.2696602,0.85035706,0.10744377
1.0,0.11683538,0.20657204,11900.0,59500.0,594,0.53,-0.8968959,0.85034007,0.10744708
1.0,0.1168416,0.20657167,11920.0,59600.0,595,0.51,-1.0741832,0.8503484,0.10745392
1.0,0.11682663,0.2065748,11940.0,59700.0,596,0.46,-0.711173,0.85034657,0.107441954
1.0,0.11681328,0.20658062,11960.0,59800.0,597,0.62,-1.0184339,0.8503387,0.10741719
0.9,0.11680071,0.20658423,11980.0,59900.0,598,0.54,-1.2921804,0.85034305,0.10740519
1.0,0.11681148,0.20658746,12000.0,60000.0,599,0.5,-1.2430782,0.85034037,0.10740786
0.9,0.11679789,0.20659077,12020.0,60100.0,600,0.5,-1.4009559,0.8503356,0.107387446
0.95,0.11677973,0.20659128,12040.0,60200.0,601,0.57,-1.0136099,0.8503356,0.10737
1.0,0.116773225,0.20659891,12060.0,60300.0,602,0.56,-1.1053777,0.8503395,0.107378446
1.0,0.116749555,0.2066044,12080.0,60400.0,603,0.47,-1.0897249,0.8503571,0.10737008
0.9,0.116738774,0.20660196,12100.0,60500.0,604,0.47,-1.127811,0.8503661,0.10736836
1.0,0.116742745,0.2066015,12120.0,60600.0,605,0.58,-1.160482,0.85037094,0.107352614
0.95,0.116751835,0.20660044,12140.0,60700.0,606,0.46,-1.0420104,0.8503702,0.1073608
1.0,0.116727926,0.2065953,12160.0,60800.0,607,0.54,-1.4870552,0.85036427,0.10735291
0.9,0.11669574,0.20659237,12180.0,60900.0,608,0.53,-1.3708045,0.8503584,0.107346475
0.9,0.11667742,0.20659596,12200.0,61000.0,609,0.53,-1.330239,0.8503518,0.10734568
1.0,0.116674036,0.2066036,12220.0,61100.0,610,0.51,-0.9604257,0.8503642,0.107352115
1.0,0.1166684,0.20660093,12240.0,61200.0,611,0.6,-1.1351241,0.85036635,0.107332565
1.0,0.11666295,0.20660517,12260.0,61300.0,612,0.53,-1.1552277,0.85037166,0.107325785
0.9,0.11666247,0.20660123,12280.0,61400.0,613,0.51,-1.3678066,0.85035944,0.10732172
1.0,0.11668092,0.20659503,12300.0,61500.0,614,0.49,-0.9001856,0.8503489,0.107333936
0.95,0.11666254,0.20659488,12320.0,61600.0,615,0.45,-1.2095245,0.8503464,0.10733033
1.0,0.11665093,0.20659365,12340.0,61700.0,616,0.54,-1.1427538,0.8503601,0.10732023
0.95,0.116637945,0.2065919,12360.0,61800.0,617,0.56,-1.1481555,0.85036135,0.10730577
0.95,0.11663771,0.2066008,12380.0,61900.0,618,0.52,-1.2341008,0.8503719,0.107295424
1.0,0.11662363,0.20659629,12400.0,62000.0,619,0.62,-1.2978809,0.85036486,0.10728842
0.8,0.11661424,0.20660545,12420.0,62100.0,620,0.61,-1.2335012,0.8503687,0.107275255
1.0,0.11661001,0.20660013,12440.0,62200.0,621,0.49,-1.2567306,0.850373,0.10726669
0.95,0.11660914,0.2066034,12460.0,62300.0,622,0.39,-1.0311713,0.8503795,0.10727092
0.95,0.11661417,0.20660892,12480.0,62400.0,623,0.56,-1.182616,0.8503739,0.10726154
0.95,0.11662115,0.2066138,12500.0,62500.0,624,0.48,-1.0736997,0.8503837,0.10728401
0.95,0.116597995,0.20660657,12520.0,62600.0,625,0.62,-1.1153499,0.85037977,0.10726104
1.0,0.11657555,0.206601,12540.0,62700.0,626,0.62,-1.1304277,0.85036844,0.10724878
1.0,0.116601326,0.20660155,12560.0,62800.0,627,0.51,-0.9737271,0.85036755,0.10727758
1.0,0.11659669,0.20659576,12580.0,62900.0,628,0.48,-1.1226637,0.8503639,0.107284814
1.0,0.11658472,0.20659834,12600.0,63000.0,629,0.52,-0.8453596,0.8503745,0.10727482
0.9,0.11657432,0.20659949,12620.0,63100.0,630,0.55,-1.1989874,0.85036755,0.107256174
1.0,0.116583884,0.20659395,12640.0,63200.0,631,0.46,-1.1308476,0.85036874,0.107251175
0.95,0.11656661,0.20659721,12660.0,63300.0,632,0.61,-0.9977398,0.8503556,0.107228346
0.95,0.11657276,0.20659639,12680.0,63400.0,633,0.51,-1.2076051,0.85036373,0.10723954
0.95,0.11655372,0.20659733,12700.0,63500.0,634,0.45,-1.1485072,0.8503747,0.107234836
1.0,0.11654506,0.20660263,12720.0,63600.0,635,0.43,-0.9544365,0.8503849,0.107250385
0.95,0.11653144,0.20659775,12740.0,63700.0,636,0.46,-1.0204569,0.8503723,0.107253276
0.95,0.11653497,0.20660011,12760.0,63800.0,637,0.53,-1.0396218,0.850377,0.10724395
0.9,0.11652197,0.206604,12780.0,63900.0,638,0.57,-1.5560924,0.850391,0.10724416
0.85,0.11651239,0.206601,12800.0,64000.0,639,0.5,-1.218147,0.8503887,0.10725423
0.9,0.11650474,0.20659986,12820.0,64100.0,640,0.52,-1.1038011,0.850377,0.10724648
0.95,0.11649118,0.20660381,12840.0,64200.0,641,0.48,-1.042083,0.8503778,0.10724819
1.0,0.116489895,0.20660476,12860.0,64300.0,642,0.5,-0.69409895,0.85037804,0.10725746
0.9,0.11647589,0.2065981,12880.0,64400.0,643,0.53,-1.1035154,0.8503828,0.10724153
0.95,0.11647138,0.20659381,12900.0,64500.0,644,0.56,-1.2345302,0.85038394,0.10724201
0.95,0.11647667,0.20659193,12920.0,64600.0,645,0.58,-1.1707432,0.8503871,0.10724918
0.9,0.11646605,0.20659406,12940.0,64700.0,646,0.54,-1.0093379,0.8503907,0.10724471
0.95,0.1164505,0.20659214,12960.0,64800.0,647,0.53,-1.1906296,0.8503967,0.10724727
1.0,0.11645245,0.20658793,12980.0,64900.0,648,0.47,-1.1329435,0.85040617,0.10725031
0.9,0.11644502,0.20659025,13000.0,65000.0,649,0.53,-1.1747696,0.85040575,0.10724155
1.0,0.11646404,0.20659056,13020.0,65100.0,650,0.49,-1.1391203,0.85041124,0.107265554
1.0,0.11646568,0.20659535,13040.0,65200.0,651,0.52,-0.8879194,0.8504241,0.10727363
0.95,0.11647572,0.20659156,13060.0,65300.0,652,0.45,-1.3114153,0.8504324,0.107280634
1.0,0.1164719,0.20659608,13080.0,65400.0,653,0.53,-0.8157056,0.85043913,0.10728303
0.9,0.116461664,0.20659424,13100.0,65500.0,654,0.53,-0.9654749,0.8504358,0.10727015
0.9,0.11647445,0.20659858,13120.0,65600.0,655,0.44,-1.43255,0.8504374,0.10727552
1.0,0.1164575,0.20659564,13140.0,65700.0,656,0.58,-0.72756374,0.850444,0.1072644
1.0,0.11644012,0.20659567,13160.0,65800.0,657,0.45,-0.8964244,0.8504486,0.107266776
1.0,0.11642452,0.20659581,13180.0,65900.0,658,0.5,-0.9133543,0.85044646,0.10725099
0.9,0.116424516,0.2066019,13200.0,66000.0,659,0.46,-1.4982376,0.850447,0.10724944
1.0,0.1164157,0.20659487,13220.0,66100.0,660,0.49,-1.4396557,0.8504512,0.107234895
0.85,0.11641561,0.2065933,13240.0,66200.0,661,0.46,-0.9261988,0.85044575,0.107224375
0.9,0.11641533,0.20659563,13260.0,66300.0,662,0.59,-1.1540534,0.8504362,0.107229985
0.95,0.11641461,0.20659372,13280.0,66400.0,663,0.45,-0.8751817,0.8504365,0.107223146
1.0,0.11641025,0.20660484,13300.0,66500.0,664,0.48,-0.93376714,0.85045785,0.10722542
0.95,0.11640614,0.20660515,13320.0,66600.0,665,0.47,-1.1329522,0.8504684,0.10722858
1.0,0.11640705,0.20660883,13340.0,66700.0,666,0.48,-1.1866164,0.8504695,0.107236125
0.95,0.11642213,0.20660895,13360.0,66800.0,667,0.58,-1.0274037,0.85046226,0.10724265
1.0,0.116434544,0.20660986,13380.0,66900.0,668,0.57,-1.080837,0.8504645,0.10724971
0.9,0.11644024,0.20660752,13400.0,67000.0,669,0.52,-1.1349511,0.8504553,0.10726484
1.0,0.11642814,0.20661093,13420.0,67100.0,670,0.48,-1.0597584,0.85046357,0.10726968
0.95,0.11643898,0.20660457,13440.0,67200.0,671,0.5,-1.0361202,0.85045594,0.10728484
0.9,0.116449594,0.20660782,13460.0,67300.0,672,0.4,-1.3828758,0.8504503,0.10729533
0.95,0.11646575,0.20660913,13480.0,67400.0,673,0.47,-1.335593,0.85043645,0.10729766
1.0,0.11646448,0.20661522,13500.0,67500.0,674,0.47,-0.61270905,0.85042906,0.107300766
1.0,0.11645222,0.20661587,13520.0,67600.0,675,0.53,-0.9092885,0.85043025,0.10729291
0.95,0.11644005,0.20661801,13540.0,67700.0,676,0.56,-1.0555211,0.8504331,0.107281156
1.0,0.11641321,0.2066158,13560.0,67800.0,677,0.59,-1.082034,0.8504398,0.10727007
1.0,0.11641556,0.20661832,13580.0,67900.0,678,0.54,-1.1276017,0.85043484,0.10727396
1.0,0.116407976,0.20661621,13600.0,68000.0,679,0.57,-0.99868983,0.8504289,0.107257985
1.0,0.11640205,0.20661825,13620.0,68100.0,680,0.51,-0.81536376,0.8504327,0.107252955
0.95,0.116390064,0.20662408,13640.0,68200.0,681,0.52,-1.2211187,0.8504335,0.10725237
1.0,0.11638887,0.20662208,13660.0,68300.0,682,0.46,-1.0154508,0.8504371,0.10725838
0.9,0.116381034,0.20662582,13680.0,68400.0,683,0.52,-1.2321686,0.85044336,0.10725886
0.85,0.11639908,0.2066254,13700.0,68500.0,684,0.44,-0.9657558,0.85044646,0.1072742
0.95,0.11639074,0.20662288,13720.0,68600.0,685,0.55,-0.87142056,0.8504312,0.10727554
0.95,0.11638889,0.20661688,13740.0,68700.0,686,0.52,-1.1742139,0.8504338,0.10726321
0.95,0.116405696,0.206616,13760.0,68800.0,687,0.48,-1.1402107,0.8504458,0.10727305
0.85,0.11639899,0.20660885,13780.0,68900.0,688,0.42,-1.7448603,0.850436,0.10726126
0.9,0.11639471,0.2066124,13800.0,69000.0,689,0.51,-0.83456457,0.8504479,0.10726604
1.0,0.11638539,0.2066124,13820.0,69100.0,690,0.47,-1.1824764,0.8504475,0.10725736
1.0,0.11639258,0.20661339,13840.0,69200.0,691,0.52,-1.0141411,0.8504505,0.10725501
0.95,0.11640858,0.20661886,13860.0,69300.0,692,0.43,-1.0449798,0.8504607,0.10727009
1.0,0.11640654,0.20661941,13880.0,69400.0,693,0.51,-1.1589277,0.8504639,0.107269175
0.9,0.11638758,0.20661992,13900.0,69500.0,694,0.51,-1.2007613,0.8504593,0.10726419
1.0,0.11637399,0.20662569,13920.0,69600.0,695,0.61,-0.8929189,0.8504725,0.107246965
0.95,0.1163543,0.20661736,13940.0,69700.0,696,0.5,-0.91773146,0.85046124,0.10723538
1.0,0.11634772,0.20661588,13960.0,69800.0,697,0.58,-1.2005001,0.8504599,0.10722303
0.8,0.11635042,0.20660971,13980.0,69900.0,698,0.52,-1.3068542,0.8504643,0.107211985
1.0,0.11634408,0.20660311,14000.0,70000.0,699,0.52,-1.1697779,0.8504701,0.107199885
0.95,0.116323106,0.20660576,14020.0,70100.0,700,0.53,-1.129487,0.8504758,0.107187666
1.0,0.11631152,0.2066057,14040.0,70200.0,701,0.56,-0.9965369,0.8504844,0.10718901
1.0,0.11631397,0.20659846,14060.0,70300.0,702,0.5,-0.7690643,0.8504824,0.107190974
0.9,0.1162965,0.20660025,14080.0,70400.0,703,0.57,-1.2519976,0.85047704,0.10718074
0.85,0.116288185,0.20660001,14100.0,70500.0,704,0.56,-1.1083963,0.8504844,0.10717297
0.85,0.116276845,0.20659149,14120.0,70600.0,705,0.4,-1.3297291,0.8504958,0.10716503
0.95,0.116292134,0.20658678,14140.0,70700.0,706,0.54,-1.1779516,0.8504972,0.1071915
1.0,0.11628354,0.20659149,14160.0,70800.0,707,0.6,-0.9816843,0.8505009,0.10718963
1.0,0.11626439,0.20659126,14180.0,70900.0,708,0.59,-1.2551674,0.85049266,0.10717863
0.9,0.1162572,0.20659798,14200.0,71000.0,709,0.49,-1.2354534,0.8504904,0.107165016
0.9,0.116240405,0.20659761,14220.0,71100.0,710,0.53,-1.0892824,0.85049677,0.10716373
1.0,0.116220705,0.20659864,14240.0,71200.0,711,0.58,-1.2353215,0.85050184,0.107161194
0.95,0.11620184,0.2065984,14260.0,71300.0,712,0.55,-0.9576783,0.8505084,0.10715324
1.0,0.11618159,0.20659912,14280.0,71400.0,713,0.5,-1.0979408,0.850513,0.1071485
0.95,0.116173,0.20659737,14300.0,71500.0,714,0.51,-0.9035454,0.85051423,0.10714676
0.95,0.11616121,0.2065989,14320.0,71600.0,715,0.53,-1.2060947,0.8505273,0.10715451
0.9,0.11616113,0.20660475,14340.0,71700.0,716,0.52,-1.3514274,0.85053414,0.107162826
1.0,0.11614698,0.20661388,14360.0,71800.0,717,0.47,-0.8975094,0.8505475,0.107165046
1.0,0.11614388,0.20661545,14380.0,71900.0,718,0.47,-1.1145353,0.850547,0.107168995
1.0,0.11613662,0.20661183,14400.0,72000.0,719,0.5,-0.715021,0.8505537,0.10717854
1.0,0.11613479,0.2066123,14420.0,72100.0,720,0.62,-1.3212379,0.85055375,0.107171655
0.9,0.116133735,0.20661116,14440.0,72200.0,721,0.57,-1.3661416,0.8505476,0.107174166
0.95,0.11612511,0.20662068,14460.0,72300.0,722,0.41,-1.0948565,0.8505518,0.1071614
1.0,0.11611557,0.20661801,14480.0,72400.0,723,0.54,-1.0661935,0.8505549,0.10716504
1.0,0.116120294,0.20661886,14500.0,72500.0,724,0.46,-0.78551614,0.85056275,0.107156724
0.95,0.11614204,0.20662217,14520.0,72600.0,725,0.54,-1.1083034,0.8505547,0.10716364
0.9,0.11613514,0.20662081,14540.0,72700.0,726,0.56,-1.3754022,0.85054284,0.10716802
0.95,0.116116054,0.20661525,14560.0,72800.0,727,0.54,-1.2313929,0.8505408,0.107163936
0.9,0.11610863,0.206617,14580.0,72900.0,728,0.46,-1.2383554,0.85053897,0.10716075
0.9,0.11610853,0.20662078,14600.0,73000.0,729,0.48,-1.7085369,0.8505418,0.10716117
1.0,0.116098024,0.20661974,14620.0,73100.0,730,0.56,-0.82245797,0.85054255,0.107153185
0.95,0.11610391,0.20662445,14640.0,73200.0,731,0.51,-1.2255907,0.85055333,0.1071733
1.0,0.11609688,0.20662694,14660.0,73300.0,732,0.54,-0.851435,0.85054713,0.10716211
1.0,0.11610345,0.20662731,14680.0,73400.0,733,0.47,-1.1882596,0.85053796,0.10716318
1.0,0.11609598,0.20662498,14700.0,73500.0,734,0.57,-0.9296762,0.85054034,0.1071555
1.0,0.116104536,0.20662548,14720.0,73600.0,735,0.4,-0.80835915,0.8505439,0.10716244
0.95,0.11609833,0.20662105,14740.0,73700.0,736,0.53,-1.1181501,0.8505376,0.10715728
1.0,0.116091155,0.20662197,14760.0,73800.0,737,0.51,-1.3068063,0.8505413,0.10715561
1.0,0.11608094,0.20662309,14780.0,73900.0,738,0.47,-0.93586874,0.8505494,0.10715013
0.9,0.116078354,0.20662121,14800.0,74000.0,739,0.52,-1.249881,0.8505464,0.10715511
0.85,0.11607612,0.20661995,14820.0,74100.0,740,0.61,-1.4630907,0.8505397,0.10715068
1.0,0.11605609,0.20662177,14840.0,74200.0,741,0.52,-1.2753406,0.8505308,0.1071404
1.0,0.116044655,0.20661676,14860.0,74300.0,742,0.55,-0.6850143,0.8505345,0.10712846
1.0,0.11604948,0.20661354,14880.0,74400.0,743,0.45,-0.9041942,0.8505354,0.107134886
0.9,0.11605495,0.2066166,14900.0,74500.0,744,0.58,-1.2713462,0.8505388,0.1071254
0.95,0.11606428,0.2066216,14920.0,74600.0,745,0.49,-1.0901049,0.8505363,0.107144155
1.0,0.116052754,0.20661792,14940.0,74700.0,746,0.5,-0.840168,0.8505378,0.10712846
1.0,0.116050154,0.20662117,14960.0,74800.0,747,0.57,-0.9934424,0.8505439,0.10713959
0.95,0.1160534,0.20661826,14980.0,74900.0,748,0.53,-0.83956355,0.8505468,0.107118405
1.0,0.11606822,0.20661728,15000.0,75000.0,749,0.45,-0.97592324,0.8505599,0.10713357
0.95,0.11605429,0.2066167,15020.0,75100.0,750,0.52,-1.1961081,0.85056,0.1071358
0.95,0.11605484,0.20662035,15040.0,75200.0,751,0.47,-1.506207,0.8505645,0.10713395
0.9,0.11604318,0.20662004,15060.0,75300.0,752,0.55,-1.9069134,0.85057026,0.10713002
0.95,0.1160447,0.20661755,15080.0,75400.0,753,0.55,-1.4306799,0.85056883,0.10711321
0.8,0.116068296,0.20661896,15100.0,75500.0,754,0.46,-1.3470156,0.85056275,0.10713663
1.0,0.11605356,0.20661543,15120.0,75600.0,755,0.58,-1.4660221,0.8505632,0.10712254
0.95,0.11605694,0.20661688,15140.0,75700.0,756,0.52,-1.270771,0.85057026,0.107120864
1.0,0.11605012,0.20661226,15160.0,75800.0,757,0.49,-0.8241533,0.85057205,0.10711566
1.0,0.11605454,0.20661211,15180.0,75900.0,758,0.52,-0.78306496,0.8505747,0.10711229
0.95,0.1160394,0.20661372,15200.0,76000.0,759,0.51,-1.119283,0.8505818,0.10710409
0.95,0.11602794,0.20661251,15220.0,76100.0,760,0.61,-1.21483,0.8505779,0.10709598
1.0,0.116014436,0.20661594,15240.0,76200.0,761,0.45,-1.068747,0.8505892,0.10708978
1.0,0.11601551,0.20661098,15260.0,76300.0,762,0.6,-1.0598214,0.85059375,0.10708433
1.0,0.116021015,0.20660144,15280.0,76400.0,763,0.45,-0.99276924,0.85059005,0.10709091
1.0,0.11600821,0.20659898,15300.0,76500.0,764,0.55,-0.85055983,0.850591,0.10708034
0.95,0.11598798,0.20659487,15320.0,76600.0,765,0.6,-1.1863639,0.85059863,0.10706844
1.0,0.11598369,0.20658839,15340.0,76700.0,766,0.49,-0.9265351,0.85061103,0.107069016
1.0,0.11597875,0.20659079,15360.0,76800.0,767,0.56,-1.0552307,0.85061073,0.10705956
0.95,0.11597306,0.20658576,15380.0,76900.0,768,0.62,-1.2791278,0.8506133,0.1070539
1.0,0.115982816,0.20658427,15400.0,77000.0,769,0.57,-0.92907983,0.85062075,0.107057
0.95,0.1159745,0.20658024,15420.0,77100.0,770,0.53,-0.953122,0.8506255,0.107046045
0.95,0.11596776,0.2065818,15440.0,77200.0,771,0.61,-0.8187386,0.8506313,0.107032694
1.0,0.1159735,0.20658113,15460.0,77300.0,772,0.54,-1.0389721,0.85063195,0.107029855
0.95,0.1159559,0.20657586,15480.0,77400.0,773,0.51,-0.9869364,0.8506424,0.10704283
0.85,0.115953885,0.20657887,15500.0,77500.0,774,0.48,-1.1936576,0.8506465,0.107035615
1.0,0.115952365,0.20658079,15520.0,77600.0,775,0.42,-0.6165134,0.8506558,0.1070331
0.95,0.115937084,0.20657614,15540.0,77700.0,776,0.56,-1.1552751,0.8506568,0.10702914
0.95,0.11591565,0.20657596,15560.0,77800.0,777,0.57,-1.3624952,0.8506553,0.10701246
1.0,0.11592016,0.20656937,15580.0,77900.0,778,0.52,-0.9391495,0.8506601,0.10701072
0.9,0.1159171,0.20657118,15600.0,78000.0,779,0.49,-1.0224121,0.85066766,0.10699258
1.0,0.11592822,0.20656735,15620.0,78100.0,780,0.49,-0.9370386,0.8506775,0.10699279
1.0,0.11592254,0.20656824,15640.0,78200.0,781,0.45,-1.076209,0.8506829,0.10699723
0.95,0.115927935,0.20656967,15660.0,78300.0,782,0.53,-1.0982298,0.850688,0.107009865
1.0,0.115922555,0.20657146,15680.0,78400.0,783,0.49,-0.9663044,0.8506821,0.10700205
0.9,0.115926266,0.20657922,15700.0,78500.0,784,0.44,-1.3177608,0.8506848,0.10700238
1.0,0.115921184,0.2065823,15720.0,78600.0,785,0.44,-1.5440186,0.85069245,0.106995165
0.95,0.11591011,0.20658618,15740.0,78700.0,786,0.51,-1.0303551,0.8507018,0.106978685
0.95,0.1159002,0.20659217,15760.0,78800.0,787,0.51,-1.1667051,0.85070986,0.10696745
0.95,0.11588458,0.20658976,15780.0,78900.0,788,0.58,-0.93388766,0.85071045,0.10695401
0.95,0.11587297,0.2065874,15800.0,79000.0,789,0.46,-0.87738115,0.85070896,0.10694325
0.95,0.11588062,0.20658359,15820.0,79100.0,790,0.54,-1.3498349,0.85070974,0.10694488
0.95,0.11587215,0.20658192,15840.0,79200.0,791,0.61,-1.1274608,0.8507135,0.10694724
0.9,0.11587019,0.20658521,15860.0,79300.0,792,0.54,-1.3186731,0.8507145,0.10693943
0.95,0.11585716,0.2065878,15880.0,79400.0,793,0.52,-1.3650453,0.8507159,0.106927246
0.95,0.115849406,0.20657995,15900.0,79500.0,794,0.45,-1.3482013,0.85071653,0.10692769
1.0,0.11584286,0.20658542,15920.0,79600.0,795,0.53,-0.79269874,0.8507313,0.10691842
1.0,0.1158451,0.20659064,15940.0,79700.0,796,0.51,-1.3357751,0.8507386,0.10691648
0.9,0.11586371,0.20659316,15960.0,79800.0,797,0.52,-1.3243644,0.85074854,0.10693598
0.85,0.11586316,0.20659357,15980.0,79900.0,798,0.48,-1.5045755,0.8507633,0.10693729
0.9,0.115854934,0.20659596,16000.0,80000.0,799,0.48,-1.3113717,0.85076934,0.10692487
1.0,0.11584548,0.2065954,16020.0,80100.0,800,0.48,-0.8400148,0.8507786,0.10691703
0.95,0.115830585,0.20660277,16040.0,80200.0,801,0.55,-1.1044055,0.85079,0.10690942
0.9,0.11583259,0.20659888,16060.0,80300.0,802,0.45,-1.4362262,0.8507901,0.106914945
1.0,0.115809344,0.2066004,16080.0,80400.0,803,0.65,-1.3114213,0.85078114,0.10689784
0.95,0.11579995,0.20660439,16100.0,80500.0,804,0.51,-0.98752975,0.8507838,0.106887855
1.0,0.11578782,0.20660828,16120.0,80600.0,805,0.57,-1.0630554,0.8507833,0.106876045
0.95,0.11577266,0.20661171,16140.0,80700.0,806,0.61,-1.483103,0.8507881,0.106857985
0.95,0.1157605,0.20661448,16160.0,80800.0,807,0.49,-1.0578412,0.85079366,0.106863536
1.0,0.11574823,0.2066123,16180.0,80900.0,808,0.47,-0.98783934,0.850795,0.10684898
1.0,0.11573992,0.20661423,16200.0,81000.0,809,0.58,-1.33968,0.85079217,0.10685293
0.95,0.11575072,0.20661737,16220.0,81100.0,810,0.51,-0.9471675,0.85079175,0.10685006
0.95,0.115740016,0.20661987,16240.0,81200.0,811,0.49,-1.2828994,0.8507864,0.10684306
0.95,0.11573546,0.20662004,16260.0,81300.0,812,0.43,-0.8326335,0.8507826,0.10684493
1.0,0.11573942,0.20662183,16280.0,81400.0,813,0.5,-0.8885461,0.85079074,0.10684774
0.95,0.115739554,0.20662814,16300.0,81500.0,814,0.58,-0.8794382,0.8507963,0.10684221
1.0,0.11571816,0.20662607,16320.0,81600.0,815,0.45,-0.8595915,0.8508024,0.10683372
0.9,0.1157263,0.20662503,16340.0,81700.0,816,0.48,-0.93840873,0.85079867,0.10683495
1.0,0.11571812,0.20662707,16360.0,81800.0,817,0.58,-1.0211653,0.85079867,0.10683101
0.95,0.115710884,0.20663491,16380.0,81900.0,818,0.53,-1.157516,0.8507962,0.10681794
0.95,0.11569973,0.20664006,16400.0,82000.0,819,0.49,-1.3552947,0.85080767,0.106816135
