train/success_rate,test/mean_Q,test/success_rate,epoch,stats_g/mean,stats_g/std,stats_o/std,train/episode,stats_o/mean,test/episode
0.99,-0.7589041,1.0,545,0.8383716,0.0711731,0.11369522,54600.0,0.2023866,10920.0
0.97,-0.81159717,1.0,546,0.8383691,0.07116014,0.113711804,54700.0,0.20238967,10940.0
0.94,-1.1191974,1.0,547,0.8383672,0.07114791,0.11371479,54800.0,0.20239353,10960.0
0.91,-1.0402968,1.0,548,0.83836645,0.07115989,0.113713786,54900.0,0.20240165,10980.0
0.95,-1.2578757,1.0,549,0.8383669,0.071173765,0.11368804,55000.0,0.20240663,11000.0
0.96,-1.0695606,1.0,550,0.8383611,0.07116137,0.11368761,55100.0,0.20240718,11020.0
0.96,-1.0773766,1.0,551,0.8383655,0.071167156,0.11369209,55200.0,0.20241812,11040.0
0.94,-2.6686895,0.95,552,0.83835286,0.07115774,0.11370164,55300.0,0.20241348,11060.0
0.93,-0.9590537,1.0,553,0.8383651,0.0711569,0.11369096,55400.0,0.20240897,11080.0
0.97,-1.0315602,1.0,554,0.8383596,0.07114188,0.113685645,55500.0,0.20241265,11100.0
0.9,-1.1009018,1.0,555,0.8383584,0.07113775,0.11370936,55600.0,0.20241916,11120.0
0.93,-0.9747658,1.0,556,0.8383624,0.07111817,0.11370597,55700.0,0.2024237,11140.0
0.96,-1.1543113,1.0,557,0.83836585,0.071118034,0.113707975,55800.0,0.20242089,11160.0
0.92,-1.0281894,1.0,558,0.8383725,0.07112493,0.11370176,55900.0,0.20242986,11180.0
0.97,-1.2717249,1.0,559,0.8383629,0.071122475,0.11370966,56000.0,0.20243421,11200.0
0.96,-1.1082233,1.0,560,0.8383708,0.07113276,0.113717884,56100.0,0.20243903,11220.0
0.99,-1.1322882,0.95,561,0.83838207,0.07112175,0.1137214,56200.0,0.2024477,11240.0
0.93,-0.8232015,1.0,562,0.838378,0.07111971,0.11370788,56300.0,0.20244372,11260.0
0.92,-0.80278474,1.0,563,0.83837795,0.07110048,0.11371101,56400.0,0.20244993,11280.0
0.95,-1.1851981,1.0,564,0.8383677,0.07108942,0.113716304,56500.0,0.2024368,11300.0
0.94,-1.1944077,1.0,565,0.83838034,0.07109086,0.11369417,56600.0,0.20243606,11320.0
0.97,-0.9231103,1.0,566,0.83838063,0.071082786,0.113703035,56700.0,0.20243579,11340.0
0.93,-1.104805,1.0,567,0.8383875,0.07107294,0.11370275,56800.0,0.20244464,11360.0
0.98,-0.95859754,1.0,568,0.83837324,0.07107868,0.11372772,56900.0,0.20245296,11380.0
0.94,-1.0539987,1.0,569,0.83836436,0.07106609,0.11373319,57000.0,0.20245634,11400.0
0.96,-0.771518,1.0,570,0.83835155,0.0710775,0.113746636,57100.0,0.20244968,11420.0
0.91,-0.6884241,1.0,571,0.83834344,0.071099944,0.11376422,57200.0,0.20244415,11440.0
0.94,-1.0733368,1.0,572,0.83834904,0.071099885,0.11376089,57300.0,0.2024447,11460.0
0.97,-0.8978251,1.0,573,0.83834267,0.07108607,0.11374835,57400.0,0.20244893,11480.0
0.9,-0.8465654,1.0,574,0.8383499,0.07109672,0.11375819,57500.0,0.20244478,11500.0
0.96,-1.0647435,0.95,575,0.83834666,0.07108541,0.11376796,57600.0,0.20244606,11520.0
0.93,-1.000692,1.0,576,0.83834124,0.071078606,0.113772385,57700.0,0.2024408,11540.0
0.94,-0.866529,1.0,577,0.8383341,0.071070015,0.11378299,57800.0,0.20244052,11560.0
0.96,-1.0848058,1.0,578,0.8383338,0.071060866,0.113793194,57900.0,0.20243776,11580.0
0.95,-2.7043073,0.95,579,0.8383212,0.071063645,0.11379384,58000.0,0.20242569,11600.0
0.93,-1.1293566,1.0,580,0.83831924,0.07106378,0.11382689,58100.0,0.20242596,11620.0
0.95,-0.8598132,1.0,581,0.8383042,0.071078666,0.113860466,58200.0,0.20241892,11640.0
0.96,-0.83568066,1.0,582,0.8383179,0.07109376,0.11387747,58300.0,0.20242214,11660.0
0.95,-1.319087,1.0,583,0.8383181,0.071104735,0.11386753,58400.0,0.20241901,11680.0
0.95,-1.1827471,1.0,584,0.8383319,0.07111326,0.1138823,58500.0,0.20242168,11700.0
0.97,-0.9215487,1.0,585,0.83833355,0.0711068,0.11387729,58600.0,0.20242144,11720.0
0.96,-1.0601387,1.0,586,0.83833903,0.071097665,0.11388713,58700.0,0.20242332,11740.0
0.96,-0.92747754,1.0,587,0.8383444,0.071080804,0.113888904,58800.0,0.20242769,11760.0
0.97,-0.89413995,1.0,588,0.8383465,0.0710683,0.11389,58900.0,0.20242178,11780.0
0.93,-0.8923761,1.0,589,0.8383476,0.07106114,0.11393874,59000.0,0.20241511,11800.0
0.95,-1.3026112,1.0,590,0.8383474,0.07105145,0.11392655,59100.0,0.20241138,11820.0
0.92,-1.00236,1.0,591,0.83835363,0.0710449,0.11391725,59200.0,0.20241076,11840.0
0.96,-1.0763278,1.0,592,0.83836097,0.07103514,0.11391523,59300.0,0.20241633,11860.0
0.98,-1.2687703,1.0,593,0.83836967,0.071027584,0.11392388,59400.0,0.20242642,11880.0
0.96,-0.95669854,1.0,594,0.83835936,0.071029775,0.11392371,59500.0,0.20242666,11900.0
0.94,-1.078954,1.0,595,0.8383615,0.071018256,0.113909654,59600.0,0.20242725,11920.0
0.96,-1.8335968,0.95,596,0.83836085,0.07100271,0.11390748,59700.0,0.20243047,11940.0
0.95,-1.0412014,1.0,597,0.8383594,0.07099866,0.11391145,59800.0,0.202427,11960.0
0.97,-1.1658139,1.0,598,0.83835953,0.070995554,0.11390765,59900.0,0.20242952,11980.0
0.92,-0.8833582,1.0,599,0.83834815,0.07099836,0.11390376,60000.0,0.2024296,12000.0
0.94,-1.0965178,1.0,600,0.8383544,0.07098793,0.11389223,60100.0,0.20242867,12020.0
0.93,-1.5115894,1.0,601,0.8383565,0.0710041,0.11390536,60200.0,0.20243347,12040.0
0.91,-0.9601122,1.0,602,0.8383465,0.07100035,0.113917954,60300.0,0.20242855,12060.0
0.97,-1.006217,1.0,603,0.83836097,0.070990406,0.113930084,60400.0,0.20243667,12080.0
0.95,-1.2229152,1.0,604,0.8383653,0.070988424,0.11392222,60500.0,0.20243733,12100.0
0.94,-1.2816536,1.0,605,0.8383637,0.07097969,0.113909155,60600.0,0.20242709,12120.0
0.96,-1.1246264,1.0,606,0.8383648,0.070967115,0.11390911,60700.0,0.20242786,12140.0
0.92,-0.9074521,1.0,607,0.83836335,0.07095521,0.11390025,60800.0,0.20242566,12160.0
0.94,-1.1861517,1.0,608,0.8383663,0.07094694,0.113909505,60900.0,0.20242679,12180.0
0.94,-1.3864185,0.95,609,0.8383632,0.0709367,0.11390192,61000.0,0.20242712,12200.0
0.96,-0.89918554,1.0,610,0.8383592,0.070945166,0.113901354,61100.0,0.20243181,12220.0
0.97,-0.88472426,1.0,611,0.8383557,0.07094348,0.11390737,61200.0,0.20242727,12240.0
0.95,-0.99327725,1.0,612,0.83835,0.07096952,0.11392324,61300.0,0.20242861,12260.0
0.98,-0.80867547,1.0,613,0.83834845,0.07096086,0.113954976,61400.0,0.20243064,12280.0
0.97,-0.9969565,1.0,614,0.8383446,0.0709827,0.11397042,61500.0,0.20242663,12300.0
0.97,-0.9147397,1.0,615,0.8383365,0.07097489,0.113987476,61600.0,0.20243004,12320.0
0.93,-1.2238317,1.0,616,0.8383425,0.07097314,0.114002354,61700.0,0.20243797,12340.0
0.93,-1.2326443,0.95,617,0.838352,0.07099021,0.1139898,61800.0,0.20244297,12360.0
0.96,-0.97859395,1.0,618,0.8383558,0.07098122,0.113987245,61900.0,0.20244993,12380.0
0.94,-1.0796647,1.0,619,0.8383593,0.070991196,0.113974355,62000.0,0.20245436,12400.0
0.92,-1.017781,1.0,620,0.8383555,0.07102061,0.113967955,62100.0,0.20244692,12420.0
0.99,-1.3823652,1.0,621,0.83835584,0.07100769,0.113975786,62200.0,0.20243181,12440.0
0.94,-1.0036213,1.0,622,0.8383579,0.07099888,0.11396162,62300.0,0.2024398,12460.0
0.92,-0.95608425,1.0,623,0.8383508,0.0710021,0.113960445,62400.0,0.20243439,12480.0
0.92,-0.9878839,1.0,624,0.83834904,0.07100638,0.1139651,62500.0,0.20243023,12500.0
0.94,-1.0218637,1.0,625,0.8383498,0.07100218,0.113967925,62600.0,0.20243263,12520.0
0.93,-1.3941878,1.0,626,0.8383488,0.071007855,0.113956384,62700.0,0.20243339,12540.0
0.97,-0.9830238,1.0,627,0.83834475,0.07099743,0.11396104,62800.0,0.20243013,12560.0
0.95,-0.99503165,1.0,628,0.83832806,0.071005866,0.11398189,62900.0,0.20243026,12580.0
0.96,-1.0502856,1.0,629,0.8383272,0.071006946,0.114000045,63000.0,0.20243679,12600.0
0.95,-1.0925158,1.0,630,0.8383375,0.0710277,0.11400409,63100.0,0.20244046,12620.0
0.98,-1.0941632,1.0,631,0.8383375,0.071028374,0.11401418,63200.0,0.20244311,12640.0
0.98,-0.9743037,1.0,632,0.83833677,0.0710194,0.11400594,63300.0,0.20244585,12660.0
0.96,-1.1746794,1.0,633,0.83834124,0.07101296,0.11404563,63400.0,0.20245525,12680.0
0.96,-0.95789176,1.0,634,0.83833784,0.07099909,0.11407408,63500.0,0.2024577,12700.0
0.94,-1.0687618,1.0,635,0.8383333,0.070994176,0.11407432,63600.0,0.20246288,12720.0
0.98,-1.4159248,0.95,636,0.8383338,0.07098091,0.114065975,63700.0,0.20246594,12740.0
0.96,-1.0960424,1.0,637,0.83834237,0.070994444,0.11406928,63800.0,0.20246103,12760.0
0.94,-0.96975726,1.0,638,0.8383331,0.07099927,0.11407917,63900.0,0.2024589,12780.0
0.97,-1.0191991,1.0,639,0.838325,0.07098964,0.11410389,64000.0,0.20246042,12800.0
0.94,-1.0028254,1.0,640,0.8383321,0.070998415,0.114106245,64100.0,0.20246117,12820.0
0.92,-1.128438,1.0,641,0.8383274,0.070992135,0.114112005,64200.0,0.20245887,12840.0
0.94,-1.0865973,1.0,642,0.8383312,0.07101037,0.11412042,64300.0,0.20246662,12860.0
0.93,-0.8889386,1.0,643,0.838332,0.07102101,0.114111856,64400.0,0.20246202,12880.0
0.96,-0.81737214,1.0,644,0.8383255,0.07101945,0.114110164,64500.0,0.20245649,12900.0
0.94,-1.0821829,1.0,645,0.83832973,0.0710238,0.1141262,64600.0,0.20244741,12920.0
0.93,-0.9403509,1.0,646,0.8383209,0.07105202,0.11416319,64700.0,0.202449,12940.0
0.96,-0.99185574,1.0,647,0.83831984,0.07104394,0.1141725,64800.0,0.20244303,12960.0
0.98,-0.8052079,1.0,648,0.8383301,0.071032666,0.1141646,64900.0,0.20244464,12980.0
0.95,-1.2190892,1.0,649,0.83833987,0.07104051,0.11418623,65000.0,0.20244941,13000.0
0.95,-1.1375831,1.0,650,0.8383344,0.07104339,0.114172265,65100.0,0.20245169,13020.0
0.92,-0.7321917,1.0,651,0.8383341,0.071034215,0.114168,65200.0,0.20245636,13040.0
0.92,-0.90474415,1.0,652,0.83833003,0.071036264,0.11416231,65300.0,0.20245291,13060.0
0.94,-0.85824776,1.0,653,0.83833075,0.07103304,0.114181854,65400.0,0.20245808,13080.0
0.93,-0.8184937,1.0,654,0.8383313,0.07102806,0.114179984,65500.0,0.202453,13100.0
0.92,-0.97862834,0.95,655,0.83833796,0.07103554,0.11418969,65600.0,0.20245418,13120.0
0.93,-1.2336274,1.0,656,0.8383374,0.07102646,0.11418715,65700.0,0.20245434,13140.0
0.96,-0.90469754,1.0,657,0.838341,0.07102331,0.114191405,65800.0,0.20246367,13160.0
0.95,-1.059857,1.0,658,0.83833575,0.071024984,0.11419496,65900.0,0.20247117,13180.0
0.98,-0.96150506,1.0,659,0.83833385,0.07100924,0.11420796,66000.0,0.20247623,13200.0
0.93,-1.2133639,1.0,660,0.8383448,0.07101214,0.11421889,66100.0,0.20247737,13220.0
0.94,-0.89248693,1.0,661,0.83833766,0.07100586,0.114221275,66200.0,0.20247431,13240.0
0.97,-1.0744033,1.0,662,0.83834887,0.070999496,0.11422297,66300.0,0.20247814,13260.0
0.96,-0.91364515,1.0,663,0.83834577,0.070991285,0.11421282,66400.0,0.20247282,13280.0
0.93,-0.8596627,1.0,664,0.83834904,0.07099154,0.11423199,66500.0,0.20247582,13300.0
0.98,-0.887725,1.0,665,0.8383507,0.07099344,0.114246175,66600.0,0.20246893,13320.0
0.95,-1.1151778,0.95,666,0.8383501,0.0710121,0.11425635,66700.0,0.20247732,13340.0
0.96,-0.81537044,1.0,667,0.83835244,0.07100272,0.11426002,66800.0,0.20246738,13360.0
0.96,-0.8583331,1.0,668,0.8383576,0.07101454,0.11428473,66900.0,0.20247377,13380.0
0.94,-0.79044557,1.0,669,0.8383524,0.0710169,0.11429984,67000.0,0.20247424,13400.0
0.93,-0.91589385,1.0,670,0.8383499,0.071028754,0.11431198,67100.0,0.20247427,13420.0
0.92,-1.0219288,1.0,671,0.8383481,0.07103339,0.11431472,67200.0,0.20246772,13440.0
0.94,-1.0700691,1.0,672,0.8383581,0.07103518,0.114315465,67300.0,0.20246726,13460.0
0.93,-0.74233615,1.0,673,0.8383598,0.07101956,0.11432414,67400.0,0.20246476,13480.0
0.93,-2.0477986,0.95,674,0.83835626,0.071021356,0.11434808,67500.0,0.202468,13500.0
0.96,-1.0660387,1.0,675,0.83835316,0.07101082,0.11435806,67600.0,0.20247091,13520.0
0.92,-0.89056957,1.0,676,0.838361,0.07099804,0.11436074,67700.0,0.20246336,13540.0
0.93,-0.81902564,1.0,677,0.83836174,0.07100673,0.11437099,67800.0,0.20246571,13560.0
0.93,-1.0170438,1.0,678,0.83835745,0.07101519,0.11437362,67900.0,0.20246997,13580.0
0.95,-1.1376914,0.95,679,0.8383567,0.07100311,0.11435931,68000.0,0.2024644,13600.0
0.95,-0.8952759,1.0,680,0.8383539,0.07101563,0.114357,68100.0,0.202457,13620.0
0.92,-1.0215524,1.0,681,0.8383536,0.071035825,0.11437626,68200.0,0.20245434,13640.0
0.95,-1.0072752,1.0,682,0.8383598,0.071037054,0.114378214,68300.0,0.20245689,13660.0
0.92,-1.0605335,1.0,683,0.83837026,0.071033925,0.11440132,68400.0,0.20246547,13680.0
0.95,-0.8175001,1.0,684,0.83837503,0.07104828,0.1144061,68500.0,0.20247532,13700.0
0.97,-0.9102877,1.0,685,0.8383735,0.07104005,0.114387095,68600.0,0.20247337,13720.0
0.97,-1.064183,1.0,686,0.8383724,0.07102934,0.11440297,68700.0,0.20247076,13740.0
0.9,-1.0950973,1.0,687,0.8383778,0.07104998,0.11445079,68800.0,0.20246443,13760.0
0.93,-1.0423324,1.0,688,0.838383,0.07105022,0.1144489,68900.0,0.20246276,13780.0
0.94,-1.0172961,1.0,689,0.8383732,0.07104088,0.114457466,69000.0,0.20246725,13800.0
0.93,-1.0274148,1.0,690,0.8383792,0.071058266,0.11446707,69100.0,0.20246874,13820.0
0.98,-1.1732247,1.0,691,0.838384,0.071048595,0.11447198,69200.0,0.20247193,13840.0
0.94,-0.78894055,1.0,692,0.8383829,0.07104004,0.11447022,69300.0,0.20248091,13860.0
0.93,-1.1082541,1.0,693,0.83837605,0.07105322,0.11448745,69400.0,0.20246772,13880.0
1.0,-1.0853865,1.0,694,0.8383859,0.07104526,0.11448674,69500.0,0.20246007,13900.0
0.93,-2.3019767,0.95,695,0.83838224,0.071060814,0.1144975,69600.0,0.20246683,13920.0
0.97,-0.99809283,1.0,696,0.8383794,0.07105108,0.1144854,69700.0,0.20246874,13940.0
0.92,-0.7527387,1.0,697,0.8383798,0.071043886,0.114505336,69800.0,0.20247515,13960.0
0.96,-1.0325912,1.0,698,0.8383816,0.071034655,0.114497826,69900.0,0.2024735,13980.0
0.95,-0.92096674,1.0,699,0.8383889,0.07103832,0.11449848,70000.0,0.20247664,14000.0
0.89,-0.7074112,1.0,700,0.83837724,0.071044,0.11452859,70100.0,0.20246603,14020.0
1.0,-1.1847086,1.0,701,0.8383766,0.07103476,0.1145226,70200.0,0.20247376,14040.0
0.97,-1.0805061,1.0,702,0.83837956,0.07102968,0.11452096,70300.0,0.2024844,14060.0
0.91,-1.151931,1.0,703,0.83837956,0.071020715,0.114535436,70400.0,0.20248136,14080.0
0.93,-1.0147066,1.0,704,0.83838063,0.071011096,0.11453767,70500.0,0.2024782,14100.0
0.94,-1.0407455,0.95,705,0.83838767,0.071016625,0.114537075,70600.0,0.2024911,14120.0
0.93,-0.8815547,1.0,706,0.8383921,0.07101823,0.11455093,70700.0,0.20248659,14140.0
0.93,-1.0976036,1.0,707,0.8384033,0.07100767,0.11455399,70800.0,0.20249353,14160.0
0.94,-0.91274613,1.0,708,0.83839417,0.07100453,0.1145555,70900.0,0.20248759,14180.0
0.95,-1.0897447,1.0,709,0.8383929,0.07099203,0.11454909,71000.0,0.20248255,14200.0
0.97,-0.8893051,1.0,710,0.838386,0.070981205,0.11454764,71100.0,0.20248717,14220.0
0.98,-0.96718806,1.0,711,0.838387,0.07096618,0.11454085,71200.0,0.20248596,14240.0
0.94,-0.9609973,1.0,712,0.83838385,0.07096977,0.114541695,71300.0,0.20249577,14260.0
0.91,-1.1085277,1.0,713,0.8383873,0.070991114,0.11454129,71400.0,0.20249909,14280.0
0.96,-0.9919405,1.0,714,0.8383908,0.070987314,0.114525616,71500.0,0.20249668,14300.0
0.96,-0.9523945,1.0,715,0.83839726,0.07097508,0.11451448,71600.0,0.20250717,14320.0
0.91,-1.1249957,1.0,716,0.83840173,0.07097916,0.11451812,71700.0,0.20251235,14340.0
0.95,-0.9074687,1.0,717,0.8383992,0.07098781,0.11452573,71800.0,0.2025119,14360.0
0.92,-0.7767962,1.0,718,0.8383925,0.07098673,0.1145383,71900.0,0.20251197,14380.0
0.96,-1.0466617,1.0,719,0.8383839,0.070985615,0.114524506,72000.0,0.20251042,14400.0
0.96,-0.99977225,1.0,720,0.83838433,0.07097585,0.11454218,72100.0,0.20251505,14420.0
0.97,-0.9174615,1.0,721,0.838377,0.07096482,0.11454103,72200.0,0.20251313,14440.0
0.92,-1.1462286,1.0,722,0.83837754,0.070958726,0.114549644,72300.0,0.20251206,14460.0
0.97,-1.0289167,1.0,723,0.8383805,0.070943244,0.1145637,72400.0,0.20251477,14480.0
0.94,-0.7948756,1.0,724,0.83838034,0.07094412,0.11456841,72500.0,0.20251521,14500.0
0.93,-1.3982065,1.0,725,0.83836776,0.070949145,0.114570454,72600.0,0.20251006,14520.0
0.97,-0.8916157,1.0,726,0.838371,0.07094804,0.114567995,72700.0,0.2025107,14540.0
0.92,-1.0742705,0.95,727,0.8383749,0.07095108,0.11457338,72800.0,0.20250809,14560.0
0.96,-1.1573069,1.0,728,0.8383793,0.07094151,0.114583015,72900.0,0.20251167,14580.0
0.98,-0.6716126,1.0,729,0.83838344,0.0709353,0.11459428,73000.0,0.20250894,14600.0
0.97,-0.8480457,1.0,730,0.83837605,0.070927404,0.11459971,73100.0,0.20250839,14620.0
0.94,-1.0870193,1.0,731,0.83837676,0.070929505,0.11459058,73200.0,0.2025104,14640.0
0.94,-0.9298608,1.0,732,0.83838075,0.070920736,0.11460887,73300.0,0.20251217,14660.0
0.95,-0.9211685,1.0,733,0.83838964,0.07092578,0.11462243,73400.0,0.2025116,14680.0
0.93,-0.9379999,1.0,734,0.83840233,0.070909746,0.114613235,73500.0,0.20251198,14700.0
0.94,-1.2897246,1.0,735,0.83840156,0.07090124,0.11460787,73600.0,0.20251149,14720.0
0.95,-0.8940816,1.0,736,0.83840847,0.07089095,0.11462314,73700.0,0.20251651,14740.0
0.98,-1.4215496,0.95,737,0.8383951,0.070885815,0.11462787,73800.0,0.2025099,14760.0
0.94,-0.923741,1.0,738,0.8383918,0.070885174,0.11463261,73900.0,0.2025133,14780.0
0.92,-1.0379658,1.0,739,0.8383827,0.07088819,0.114627525,74000.0,0.20252371,14800.0
0.96,-0.83173275,1.0,740,0.8383901,0.07088038,0.11461901,74100.0,0.20252386,14820.0
0.97,-1.1564393,1.0,741,0.83838844,0.070871204,0.1146173,74200.0,0.20252861,14840.0
0.92,-1.0156585,1.0,742,0.83838063,0.07086129,0.11460433,74300.0,0.20253114,14860.0
0.95,-0.8994951,1.0,743,0.8383834,0.07087195,0.11460689,74400.0,0.20253128,14880.0
0.92,-1.037719,0.95,744,0.8383878,0.07086278,0.114606164,74500.0,0.20252132,14900.0
0.99,-0.9542507,1.0,745,0.838391,0.07085056,0.11460927,74600.0,0.20252453,14920.0
0.94,-1.0167816,1.0,746,0.838388,0.07087495,0.11463657,74700.0,0.20252228,14940.0
0.95,-0.8655858,1.0,747,0.83838326,0.0708819,0.11463513,74800.0,0.20251848,14960.0
0.93,-0.8501423,1.0,748,0.8383832,0.07087248,0.11464138,74900.0,0.20251769,14980.0
0.93,-0.84782666,1.0,749,0.8383916,0.07088225,0.11465287,75000.0,0.20252419,15000.0
0.93,-0.8140825,1.0,750,0.8383952,0.07087337,0.114650525,75100.0,0.20252757,15020.0
0.94,-0.8438877,1.0,751,0.83839774,0.07088917,0.11468173,75200.0,0.20252778,15040.0
0.95,-1.0131195,1.0,752,0.83839417,0.07090059,0.114691,75300.0,0.20253116,15060.0
1.0,-0.9496902,1.0,753,0.8383975,0.07088936,0.11471055,75400.0,0.20253134,15080.0
0.95,-1.1061159,1.0,754,0.8384035,0.070897005,0.11470487,75500.0,0.20252989,15100.0
0.99,-0.9717264,1.0,755,0.8384004,0.07088319,0.11470835,75600.0,0.20252518,15120.0
0.93,-1.0085112,1.0,756,0.83839273,0.070887364,0.11472403,75700.0,0.20252258,15140.0
0.98,-0.87564385,1.0,757,0.8383823,0.07087954,0.11472284,75800.0,0.20252328,15160.0
0.98,-1.144626,1.0,758,0.83838344,0.07087466,0.1147115,75900.0,0.20252426,15180.0
0.94,-1.2997673,1.0,759,0.838384,0.07086047,0.1147141,76000.0,0.20252399,15200.0
0.95,-0.9693084,1.0,760,0.8383828,0.07085776,0.11470101,76100.0,0.20252717,15220.0
0.97,-1.2179555,1.0,761,0.83838457,0.070848726,0.11469551,76200.0,0.20252404,15240.0
0.98,-0.7532132,1.0,762,0.8383794,0.07083685,0.11468718,76300.0,0.2025271,15260.0
0.98,-1.1984904,0.95,763,0.838381,0.07083109,0.11469531,76400.0,0.20252809,15280.0
0.94,-1.0575454,1.0,764,0.8383754,0.07082714,0.11468399,76500.0,0.20253077,15300.0
0.96,-1.0274931,1.0,765,0.8383672,0.0708163,0.11467182,76600.0,0.20252447,15320.0
0.95,-0.90598404,1.0,766,0.83837897,0.07082315,0.114660434,76700.0,0.20253,15340.0
0.95,-1.0700384,1.0,767,0.83838344,0.07082345,0.11465297,76800.0,0.202527,15360.0
0.95,-1.2933822,0.95,768,0.8383851,0.07082675,0.11466378,76900.0,0.20252925,15380.0
0.97,-1.1889112,0.95,769,0.83837885,0.07083329,0.114669584,77000.0,0.20253482,15400.0
0.97,-0.7576438,1.0,770,0.8383765,0.070827074,0.1146807,77100.0,0.20253454,15420.0
0.93,-1.1418135,1.0,771,0.8383813,0.07081864,0.11468682,77200.0,0.20253834,15440.0
0.94,-0.8347912,1.0,772,0.83837765,0.070809014,0.11468522,77300.0,0.20253503,15460.0
0.96,-1.0068015,1.0,773,0.838378,0.07082256,0.114699535,77400.0,0.20253406,15480.0
0.92,-0.9895142,1.0,774,0.8383737,0.070848845,0.114693515,77500.0,0.20253828,15500.0
0.97,-1.0102537,1.0,775,0.83837444,0.07084027,0.11469535,77600.0,0.20254053,15520.0
0.95,-1.22816,1.0,776,0.838376,0.070833385,0.11469603,77700.0,0.20254375,15540.0
0.93,-0.82359344,1.0,777,0.83837193,0.07083807,0.114702135,77800.0,0.2025364,15560.0
0.97,-1.0428059,1.0,778,0.8383804,0.07084482,0.1147124,77900.0,0.20253427,15580.0
0.95,-0.9173516,1.0,779,0.83837533,0.0708473,0.114720516,78000.0,0.20253666,15600.0
0.91,-0.87105674,1.0,780,0.8383787,0.07083829,0.11472926,78100.0,0.20253831,15620.0
0.93,-0.8709925,1.0,781,0.8383727,0.07082804,0.11472941,78200.0,0.2025367,15640.0
0.92,-2.0386074,0.95,782,0.83836937,0.07081556,0.114744514,78300.0,0.2025325,15660.0
0.94,-1.4273043,0.95,783,0.8383727,0.07081292,0.114753656,78400.0,0.20252798,15680.0
0.94,-0.9055108,1.0,784,0.8383675,0.07080218,0.11474941,78500.0,0.20252727,15700.0
0.93,-1.2206471,0.95,785,0.8383711,0.0707935,0.11475389,78600.0,0.20252658,15720.0
0.94,-1.1254318,1.0,786,0.83837265,0.07078427,0.11476012,78700.0,0.20253026,15740.0
0.91,-0.7593567,1.0,787,0.83836514,0.07079638,0.114758596,78800.0,0.20252447,15760.0
0.96,-0.7919207,1.0,788,0.83836246,0.070786245,0.11476174,78900.0,0.20252652,15780.0
0.93,-1.3034694,1.0,789,0.838358,0.07077829,0.11476289,79000.0,0.20252371,15800.0
0.96,-0.875779,1.0,790,0.83835834,0.070784286,0.11476911,79100.0,0.20252232,15820.0
0.97,-0.8226043,1.0,791,0.8383622,0.07078024,0.11475949,79200.0,0.20252404,15840.0
0.95,-1.1610624,1.0,792,0.8383592,0.070772156,0.11477067,79300.0,0.20252371,15860.0
0.88,-1.244667,1.0,793,0.8383584,0.07076905,0.114775054,79400.0,0.20251785,15880.0
0.95,-1.1331303,1.0,794,0.8383636,0.07076802,0.11479068,79500.0,0.20252523,15900.0
0.94,-1.0743735,1.0,795,0.83835816,0.070756674,0.11477681,79600.0,0.2025273,15920.0
0.95,-0.89721316,1.0,796,0.8383594,0.07074594,0.11476813,79700.0,0.20251784,15940.0
0.92,-1.1557806,1.0,797,0.8383651,0.07073855,0.11477694,79800.0,0.20251262,15960.0
0.95,-0.9739069,1.0,798,0.83835554,0.07074094,0.114765674,79900.0,0.20250866,15980.0
0.94,-0.93576926,1.0,799,0.8383584,0.070760675,0.114773065,80000.0,0.20251374,16000.0
0.95,-0.9990436,1.0,800,0.83836174,0.07075807,0.11477366,80100.0,0.20251589,16020.0
0.98,-1.1813626,1.0,801,0.83836395,0.07075131,0.114778794,80200.0,0.2025154,16040.0
0.96,-0.91270494,1.0,802,0.83835965,0.07074577,0.114779234,80300.0,0.20252119,16060.0
0.95,-0.9787854,1.0,803,0.8383662,0.070759125,0.114785776,80400.0,0.20252118,16080.0
0.97,-0.8718254,1.0,804,0.83837515,0.07075819,0.11479655,80500.0,0.20253381,16100.0
0.95,-1.1759849,1.0,805,0.8383837,0.070759155,0.114802055,80600.0,0.2025366,16120.0
0.94,-1.0628974,1.0,806,0.8383854,0.070753746,0.11479499,80700.0,0.20254086,16140.0
0.95,-1.1229823,1.0,807,0.83838445,0.07075315,0.11479225,80800.0,0.20254487,16160.0
0.96,-0.7242199,1.0,808,0.8383905,0.07074397,0.11478864,80900.0,0.2025443,16180.0
0.95,-1.0937696,1.0,809,0.8383897,0.07073455,0.11479344,81000.0,0.20254174,16200.0
0.95,-0.9355928,1.0,810,0.8383915,0.07074062,0.11479136,81100.0,0.20254293,16220.0
0.92,-0.9641034,1.0,811,0.838403,0.07074732,0.11479892,81200.0,0.20254712,16240.0
0.98,-0.63876814,1.0,812,0.8384039,0.07073822,0.114809945,81300.0,0.20254223,16260.0
0.95,-1.1820657,1.0,813,0.838414,0.07072631,0.11481235,81400.0,0.20254274,16280.0
0.95,-1.2006385,1.0,814,0.8384102,0.07074458,0.114829,81500.0,0.20254491,16300.0
0.97,-0.8763542,1.0,815,0.838404,0.070739724,0.11483312,81600.0,0.20254818,16320.0
0.96,-0.83374435,1.0,816,0.838406,0.07072879,0.1148372,81700.0,0.2025472,16340.0
0.98,-1.052833,1.0,817,0.83840823,0.07071976,0.11483756,81800.0,0.20253943,16360.0
0.94,-1.0241444,1.0,818,0.8384185,0.070722245,0.11482818,81900.0,0.20253836,16380.0
